"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-15","4.6",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","7.3","H,,S","16.7",",,W","-1.6",",,W","  250",",,W","  220",",,W","10.7",",,W","13.4",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-16","5.7",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","14.4","H,,S","22.8",",,W","5.6",",,W","   20",",,W","   10",",,W","13.4",",,W","17.4",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-17","6.3",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","7.0","H,,S","7.2",",,W","-2.1",",,W","   20",",,W","   20",",,W","13.4",",,W","17.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-18","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","2.7","H,,S","10.0",",,W","-2.1",",,W","  100",",,W","  100",",,W","6.3",",,W","7.6",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-19","3.5",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","5.4","H,,S","7.8",",,W","2.8",",,W","  130",",,W","  130",",,W","9.8",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-20","4.0",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","5.8","H,,S","10.0",",,W","3.3",",,W","  220",",,W","  210",",,W","8.1",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-21","4.6",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","5.8","H,,S","9.4",",,W","0.0",",,W","  360",",,W","  360",",,W","9.4",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-22","4.9",",,W",,,"0.5",",,W,2400","5.0",",,W","0.0",",,W,2400","0.2","H,,S","1.7",",,W","-3.2",",,W","   40",",,W","   60",",,W","8.1",",,W","10.7",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-23","4.8",",,W",,,"15.5",",,W,2400","142.0",",,W","50.0",",,W,2400","-1.6","H,,S","-0.5",",,W","-2.1",",,W","  100",",,W","   60",",,W","7.6",",,W","12.1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-24","5.1",",,W",,,"1.0",",,W,2400","0.0",",,W","130.0",",,W,2400","-1.3","H,,S","2.8",",,W","-7.1",",,W","  100",",,W","  130",",,W","9.8",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-25","5.0",",,W",,,"6.4",",,W,2400","0.0",",,W","50.0",",,W,2400","2.6","H,,S","5.0",",,W","1.7",",,W","  270",",,W","  260",",,W","9.8",",,W","12.5",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-26","5.0",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","2.6","H,,S","5.6",",,W","-0.5",",,W","  320",",,W","  290",",,W","7.6",",,W","11.2",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-27","5.3",",,W",,,"1.0",",,W,2400","15.0",",,W","30.0",",,W,2400","-1.7","H,,S","-0.5",",,W","-6.0",",,W","   20",",,W","  350",",,W","10.3",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-28","3.2",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","-2.9","H,,S","2.2",",,W","-6.6",",,W","   40",",,W","  120",",,W","6.7",",,W","8.5",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-29","6.8",",,W",,,"0.3",",,W,2400","0.0","T,,W","0.0",",,W,2400","-0.2","H,,S","8.3",",,W","-4.3",",,W","  190",",,W","  180",",,W","13.4",",,W","16.5",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-30","4.8",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","7.8","H,,S","16.1",",,W","1.1",",,W","  280",",,W","  220",",,W","9.8",",,W","13.4",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-03-31","3.8",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","9.3","H,,S","14.4",",,W","3.9",",,W","  250",",,W","  250",",,W","10.3",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-01","5.1",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","11.1","H,,S","22.2",",,W","1.7",",,W","  180",",,W","  180",",,W","12.5",",,W","15.2",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-02","5.0",",,W",,,"9.1",",,W,2400","0.0",",,W","0.0",",,W,2400","14.7","H,,S","18.3",",,W","10.0",",,W","  190",",,W","  190",",,W","10.3",",,W","12.5",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-03","4.7",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","10.1","H,,S","11.7",",,W","-1.0",",,W","   20",",,W","   20",",,W","9.8",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-04","5.1",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","4.3","H,,S","14.4",",,W","-2.1",",,W","  250",",,W","  250",",,W","13.0",",,W","16.5",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-05","4.4",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","11.9","H,,S","18.9",",,W","2.2",",,W","  240",",,W","  240",",,W","9.4",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-06","3.0",",,W",,,"1.0",",,W,2400","0.0",",,W","0.0",",,W,2400","7.5","H,,S","16.7",",,W","1.1",",,W","   50",",,W","   20",",,W","7.6",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-07","6.2",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","4.7","H,,S","7.8",",,W","3.3",",,W","  100",",,W","  100",",,W","9.4",",,W","12.5",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-08","4.0",",,W",,,"1.3",",,W,2400","0.0",",,W","0.0",",,W,2400","6.9","H,,S","10.0",",,W","4.4",",,W","   50",",,W","   50",",,W","7.6",",,W","11.2",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-09","6.2",",,W",,,"35.8",",,W,2400","0.0",",,W","0.0",",,W,2400","10.9","H,,S","21.7",",,W","5.0",",,W","  240",",,W","  260",",,W","14.8",",,W","20.6",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-10","7.7",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","10.9","H,,S","16.7",",,W","3.9",",,W","  290",",,W","  250",",,W","15.7",",,W","20.6",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-11","3.4",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","8.7","H,,S","16.7",",,W","3.3",",,W","  240",",,W","  250",",,W","7.2",",,W","10.3",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-12","4.8",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","12.7","H,,S","20.0",",,W","5.0",",,W","  180",",,W","  190",",,W","10.3",",,W","12.5",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-13","5.6",",,W",,,"5.6",",,W,2400","0.0",",,W","0.0",",,W,2400","15.6","H,,S","18.3",",,W","9.4",",,W","  300",",,W","  330",",,W","11.2",",,W","15.2",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-14","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","13.2","H,,S","18.9",",,W","3.9",",,W","   80",",,W","  120",",,W","5.4",",,W","7.2",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-15","4.8",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","12.1","H,,S","17.8",",,W","6.1",",,W","   60",",,W","   70",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-16","2.9",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","11.7","H,,S","18.9",",,W","7.2",",,W","  100",",,W","   70",",,W","7.2",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-17","2.3",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","16.1","H,,S","25.6",",,W","7.2",",,W","  270",",,W","  250",",,W","6.3",",,W","7.6",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-18","4.6",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","14.8","H,,S","18.3",",,W","8.3",",,W","   20",",,W","   20",",,W","11.6",",,W","14.8",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-19","4.3",",,W",,,"11.7",",,W,2400","0.0",",,W","0.0",",,W,2400","13.1","H,,S","20.0",",,W","8.9",",,W","   60",",,W","   80",",,W","7.2",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-20","7.2",",,W",,,"0.3",",,W,2400","0.0",",,W","0.0",",,W,2400","9.1","H,,S","11.1",",,W","5.0",",,W","  270",",,W","  270",",,W","13.0",",,W","16.5",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-21","8.9",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","6.8","H,,S","12.2",",,W","3.3",",,W","  270",",,W","  280",",,W","17.0",",,W","23.3",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-22","6.0",",,W",,,"0.0","T,,W,2400","0.0","T,,W","0.0",",,W,2400","4.2","H,,S","7.8",",,W","1.1",",,W","  310",",,W","  310",",,W","11.6",",,W","14.3",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-23","3.9",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","5.8","H,,S","12.8",",,W","0.0",",,W","  310",",,W","  300",",,W","9.8",",,W","12.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-24","3.0",",,W",,,"4.1",",,W,2400","0.0",",,W","0.0",",,W,2400","6.7","H,,S","13.9",",,W","-1.6",",,W","  110",",,W","   40",",,W","8.9",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-25","5.8",",,W",,,"4.1",",,W,2400","0.0",",,W","0.0",",,W,2400","6.3","H,,S","8.9",",,W","3.9",",,W","   60",",,W","   70",",,W","9.8",",,W","12.5",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-26","4.9",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","7.3","H,,S","13.3",",,W","1.7",",,W","   20",",,W","   20",",,W","10.3",",,W","13.4",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-27","4.5",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","8.0","H,,S","12.8",",,W","3.3",",,W","   40",",,W","   30",",,W","8.9",",,W","11.2",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-28","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","8.0","H,,S","14.4",",,W","1.7",",,W","   70",",,W","   50",",,W","7.2",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-29","3.2",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","9.7","H,,S","16.1",",,W","3.3",",,W","   60",",,W","   60",",,W","7.6",",,W","9.8",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-04-30","5.1",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","7.6","H,,S","10.6",",,W","3.3",",,W","   20",",,W","   30",",,W","9.4",",,W","12.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-01","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","10.0","H,,S","19.4",",,W","3.3",",,W","  100",",,W","  100",",,W","6.3",",,W","7.2",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-02","3.0",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","16.7","H,,S","24.4",",,W","10.0",",,W","  220",",,W","  210",",,W","7.2",",,W","9.8",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-03","4.4",",,W",,,"10.7",",,W,2400","0.0",",,W","0.0",",,W,2400","19.7","H,,S","25.6",",,W","12.8",",,W","  310",",,W","  200",",,W","9.8",",,W","12.5",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-04","3.8",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","18.4","H,,S","23.3",",,W","12.8",",,W","  250",",,W","  240",",,W","8.1",",,W","11.6",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-05","4.1",",,W",,,"24.1",",,W,2400","0.0",",,W","0.0",",,W,2400","11.2","H,,S","13.3",",,W","8.3",",,W","   80",",,W","   60",",,W","6.7",",,W","8.5",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-06","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","13.1","H,,S","25.0",",,W","7.8",",,W","   50",",,W","   50",",,W","5.8",",,W","6.7",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-07","5.1",",,W",,,"1.0",",,W,2400","0.0",",,W","0.0",",,W,2400","19.4","H,,S","28.3",",,W","11.1",",,W","  200",",,W","  190",",,W","13.0",",,W","16.5",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-08","3.8",",,W",,,"19.1",",,W,2400","0.0",",,W","0.0",",,W,2400","21.7","H,,S","27.2",",,W","17.2",",,W","  200",",,W","  190",",,W","13.9",",,W","18.8",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-09","4.0",",,W",,,"7.4",",,W,2400","0.0",",,W","0.0",",,W,2400","15.3","H,,S","17.8",",,W","8.3",",,W","   40",",,W","   30",",,W","7.6",",,W","10.3",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-10","4.2",",,W",,,"3.6",",,W,2400","0.0",",,W","0.0",",,W,2400","9.2","H,,S","12.2",",,W","7.2",",,W","   20",",,W","   30",",,W","7.6",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-11","5.9",",,W",,,"5.6",",,W,2400","0.0",",,W","0.0",",,W,2400","13.6","H,,S","20.0",",,W","8.3",",,W","  280",",,W","  270",",,W","12.5",",,W","16.5",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-12","7.5",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","11.1","H,,S","13.3",",,W","6.7",",,W","  270",",,W","  270",",,W","12.5",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-13","4.3",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","8.7","H,,S","11.1",",,W","4.4",",,W","   50",",,W","   60",",,W","7.2",",,W","9.8",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-14","4.7",",,W",,,"6.1",",,W,2400","0.0",",,W","0.0",",,W,2400","11.2","H,,S","18.9",",,W","6.1",",,W","  140",",,W","  170",",,W","9.4",",,W","11.2",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-15","3.5",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","17.3","H,,S","24.4",",,W","13.9",",,W","  260",",,W","  170",",,W","7.6",",,W","10.3",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-16","3.5",",,W",,,"0.8",",,W,2400","0.0",",,W","0.0",",,W,2400","20.6","H,,S","26.1",",,W","16.7",",,W","  170",",,W","  150",",,W","7.2",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-17","7.1",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","22.4","H,,S","27.8",",,W","18.9",",,W","  190",",,W","  160",",,W","12.5",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-18","6.9",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","22.3","H,,S","25.0",",,W","9.4",",,W","  270",",,W","  240",",,W","11.6",",,W","15.7",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-19","4.7",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","10.2","H,,S","11.7",",,W","4.4",",,W","  310",",,W","  310",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-20","3.7",",,W",,,"1.0",",,W,2400","0.0",",,W","0.0",",,W,2400","6.4","H,,S","8.9",",,W","3.9",",,W","   20",",,W","   20",",,W","7.6",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-21","4.4",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","11.0","H,,S","20.6",",,W","7.2",",,W","  290",",,W","  320",",,W","8.1",",,W","11.2",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-22","3.8",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","14.9","H,,S","18.9",",,W","8.3",",,W","  350",",,W","  340",",,W","7.2",",,W","9.4",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-23","3.4",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","16.6","H,,S","26.7",",,W","7.8",",,W","  190",",,W","  180",",,W","8.9",",,W","10.3",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-24","3.3",",,W",,,"9.1",",,W,2400","0.0",",,W","0.0",",,W,2400","18.9","H,,S","22.2",",,W","15.0",",,W","   90",",,W","  170",",,W","6.7",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-25","6.8",",,W",,,"1.8",",,W,2400","0.0",",,W","0.0",",,W,2400","21.3","H,,S","25.6",",,W","18.3",",,W","  200",",,W","  220",",,W","11.6",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-26","5.7",",,W",,,"12.7",",,W,2400","0.0",",,W","0.0",",,W,2400","21.4","H,,S","23.3",",,W","17.8",",,W","  200",",,W","  200",",,W","13.9",",,W","19.2",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-27","4.8",",,W",,,"0.0","T,,W,2400","0.0",",,W","0.0",",,W,2400","20.2","H,,S","23.3",",,W","15.0",",,W","  280",",,W","  290",",,W","10.3",",,W","12.5",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-28","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W","0.0",",,W,2400","20.8","H,,S","27.8",",,W","12.2",",,W","   90",",,W","   90",",,W","7.2",",,W","10.3",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-29","4.4",",,W",,,"5.1",",,W,2400","0.0",",,W","0.0",",,W,2400","22.3","H,,S","27.2",",,W","17.2",",,W","  220",",,W","  220",",,W","11.2",",,W","17.4",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2015-05-30","6.4",",,W",,,"10.4",",,W,2400","0.0",",,W","0.0",",,W,2400","18.0","H,,S","21.7",",,W","6.7",",,W","   20",",,W","   20",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,
