bldg_id,geometry,centroid,closest
814771,"MULTIPOLYGON (((-87.62940619899997 41.87826680306402, -87.63031311775534 41.87827235854399, -87.63030950858455 41.87860164569945, -87.62940258517418 41.87859609015567, -87.62940619899997 41.87826680306402)))",POINT (-87.62985785263504 41.87843422450668),POINT (-87.629913 41.878044)
814597,"MULTIPOLYGON (((-87.6252244132742 41.88153830183089, -87.62474148012681 41.88154218360336, -87.62466068274591 41.88154305715089, -87.62466065091016 41.88137977455833, -87.6252225137508 41.88137775196181, -87.6252244132742 41.88153830183089)))",POINT (-87.6249413162483 41.88145972291786),POINT (-87.62539699999998 41.881466)
814523,"MULTIPOLYGON (((-87.63414418964648 41.88287863314804, -87.63414548323847 41.8830968082509, -87.63404448785099 41.88309756542206, -87.63399897666318 41.8830616131371, -87.63399235510873 41.88282694013456, -87.63409702206998 41.88282620536437, -87.63409827464878 41.88287972570836, -87.63414418964648 41.88287863314804)))",POINT (-87.63406827189367 41.88296547096038),POINT (-87.63452099999998 41.88311)
357442,"MULTIPOLYGON (((-87.63512583988746 41.88074821292768, -87.6351341072539 41.88100073353952, -87.63514064327124 41.8812436387642, -87.63467602708694 41.88125179004886, -87.63466777645206 41.88099789739799, -87.63466124223847 41.88075499214986, -87.63512583988746 41.88074821292768)))",POINT (-87.63490083777134 41.88099966524008),POINT (-87.63452099999998 41.881413)
814454,"MULTIPOLYGON (((-87.63326676832547 41.883865330997, -87.63350363110509 41.88386540257581, -87.63350419444809 41.88398203626682, -87.63355929040654 41.8839809998907, -87.63361249044866 41.88398544041881, -87.63361217606767 41.88401425303727, -87.63362319227075 41.88401432015973, -87.63373886240527 41.88401502488177, -87.63374062854801 41.88435806579803, -87.63324117975444 41.88435913842963, -87.63322673743403 41.88416832562084, -87.63327074243709 41.88417408237026, -87.63326676832547 41.883865330997)))",POINT (-87.63347708724247 41.88414383541476),POINT (-87.63342299999999 41.883965)
356188,"MULTIPOLYGON (((-87.63131239727196 41.88208473652775, -87.63132251945026 41.88250192318812, -87.63103053700959 41.88250562640596, -87.63101858075312 41.88208842850641, -87.63131239727196 41.88208473652775)))",POINT (-87.63117100085212 41.88229496109253),POINT (-87.63110400000002 41.882286)
814436,"MULTIPOLYGON (((-87.62906112222849 41.88477951836531, -87.62905584238186 41.88459150549609, -87.62925232971371 41.88458996610628, -87.62927069019986 41.88459007867473, -87.62928537858885 41.88459016872738, -87.6292963647543 41.8845929803217, -87.62930551487193 41.88459578065887, -87.62931281387866 41.88459994176733, -87.62932009782367 41.88460547490338, -87.62932553065814 41.8846123688112, -87.62932912744429 41.88461925146301, -87.62933087311909 41.88462749488703, -87.6293307978068 41.88463435502723, -87.6293288864444 41.88464120391166, -87.62932917105539 41.88478253405358, -87.62906112222849 41.88477951836531)))",POINT (-87.62919341321472 41.88468613640573),POINT (-87.628845 41.884846)
362902,"MULTIPOLYGON (((-87.63252880075427 41.87578452203696, -87.63256885855961 41.87581495317382, -87.63257698058888 41.87607982238374, -87.63253439729742 41.87611249347468, -87.63184950623102 41.87612066110838, -87.63180946358638 41.87608885769253, -87.63179761310892 41.87582945414768, -87.63184762979756 41.875788595999, -87.63252880075427 41.87578452203696)))",POINT (-87.63218778960987 41.87595159013824),POINT (-87.63220200000001 41.876331)
814341,"MULTIPOLYGON (((-87.62564292209851 41.88537595853677, -87.62608362425011 41.88537455717909, -87.62608615139523 41.88564488039611, -87.62564177523073 41.88564625911929, -87.62564292209851 41.88537595853677)))",POINT (-87.62586362338348 41.88551060080221),POINT (-87.625427 41.885708)
358353,"MULTIPOLYGON (((-87.62608392835975 41.88001917184076, -87.62603434348381 41.88002023857872, -87.62603549340142 41.8799159644367, -87.62601185348989 41.87989523701512, -87.62599297490809 41.87927629395697, -87.62600655244938 41.87921051575105, -87.62600337997782 41.87916521619962, -87.62601441046057 41.87916391201724, -87.62601219120792 41.87903217467697, -87.62606728298462 41.87903114186277, -87.62607015605779 41.879203498027, -87.62613370519203 41.87920141956985, -87.62613062382493 41.87888142183834, -87.62617064609559 41.87888166829463, -87.62617547332491 41.87904333394596, -87.62621145674197 41.8790435555178, -87.62621263355933 41.87893681170272, -87.62623907031181 41.87893697448239, -87.62623546963658 41.87906373634884, -87.62619983523408 41.87906516347951, -87.62619728123107 41.87909698097391, -87.62617708643938 41.87909685662114, -87.6261763694188 41.87916189076859, -87.62620097037181 41.87916204225275, -87.62620271662242 41.8792034910766, -87.62620969301662 41.87920353403376, -87.62622692040884 41.87983920678151, -87.62620268637824 41.87983905756188, -87.62620793488529 41.88016236167474, -87.62615432600251 41.88016203156505, -87.62614465342476 41.87984034675225, -87.62608074857869 41.87984132532645, -87.62608392835975 41.88001917184076)))",POINT (-87.62611561664555 41.87951921052391),POINT (-87.626526 41.879761)
814763,"MULTIPOLYGON (((-87.6329214241068 41.87866700188843, -87.63289388589934 41.87866683392934, -87.63243849761302 41.87867228823093, -87.63243053414836 41.87822492787532, -87.63289877033192 41.87821955196264, -87.63292998008279 41.87821974231282, -87.6329214241068 41.87866700188843)))",POINT (-87.63268009044455 41.87844449058706),POINT (-87.63220200000001 41.878029)
814761,"MULTIPOLYGON (((-87.62750901134187 41.87865581792423, -87.62697830664207 41.87866490400572, -87.62697295000264 41.87831772425474, -87.62750544240313 41.87831276554603, -87.62750901134187 41.87865581792423)))",POINT (-87.62724089364509 41.87848771615838),POINT (-87.62762499999999 41.878056)
814906,"MULTIPOLYGON (((-87.62517706227055 41.87418618101812, -87.62561959895262 41.87417793201971, -87.62561841406534 41.87411892344029, -87.62581307896338 41.87411326228499, -87.62582176312287 41.87432462268557, -87.62516984353034 41.87434118636879, -87.62516044965086 41.87419431131394, -87.62517698654166 41.87419304116468, -87.62517706227055 41.87418618101812)))",POINT (-87.62551445869079 41.87424505599888),POINT (-87.62530500000003 41.873829)
814860,"MULTIPOLYGON (((-87.62885384193237 41.87640281844952, -87.62885033858197 41.87622030468886, -87.62910006885097 41.87621634787516, -87.62910725960307 41.87639751211893, -87.62885384193237 41.87640281844952)))",POINT (-87.62897773615875 41.8763094728769),POINT (-87.628784 41.87635)
359462,"MULTIPOLYGON (((-87.63207615170806 41.87822825292303, -87.63208551356975 41.8787154133725, -87.63093235477825 41.8787289478873, -87.6309211658084 41.8782417761829, -87.63207615170806 41.87822825292303)))",POINT (-87.63150378866239 41.87847853341851),POINT (-87.631073 41.878895)
353264,"MULTIPOLYGON (((-87.63616713889168 41.88511651182121, -87.63617645754711 41.88561053174751, -87.63554656254027 41.88561768300424, -87.63553324814495 41.8851538254052, -87.63553174053901 41.88512362959423, -87.63616713889168 41.88511651182121)))",POINT (-87.63585560732901 41.88536676368846),POINT (-87.635712 41.885651)
364707,"MULTIPOLYGON (((-87.62853451695014 41.87405178529649, -87.62853599092389 41.87408472529077, -87.62858557118345 41.87408365743606, -87.62858722605758 41.8741001330656, -87.62859069848058 41.87428539095536, -87.62853561080486 41.87428642501255, -87.62853708478292 41.87431936500553, -87.62830939093524 41.87432345589274, -87.62830794723183 41.8742877718373, -87.62825469530475 41.87428881702954, -87.62825150193358 41.8741784787505, -87.62819493368131 41.87418060125255, -87.62819259754818 41.87409249662341, -87.62824955398435 41.8740884555337, -87.62830464149273 41.87408742161243, -87.62830316763778 41.87405448161611, -87.62853451695014 41.87405178529649)))",POINT (-87.62840915071556 41.87418390094528),POINT (-87.62872299999999 41.873798)
370835,"MULTIPOLYGON (((-87.62936149729612 41.86795227969656, -87.6293605188493 41.86804146177898, -87.62908333196685 41.86804113447449, -87.62908429573999 41.86795332442934, -87.62936149729612 41.86795227969656)))",POINT (-87.62922276909651 41.86799704964155),POINT (-87.62866200000001 41.867863)
363192,"MULTIPOLYGON (((-87.6373719814888 41.87578241593103, -87.63737160934348 41.87581671674391, -87.63728899831423 41.8758162160756, -87.63728934072859 41.87578465932832, -87.6373719814888 41.87578241593103)))",POINT (-87.63733105625992 41.87579999596997),POINT (-87.637878 41.875458)
370702,"MULTIPOLYGON (((-87.62765723609702 41.86818605843831, -87.62776737081084 41.86818673512088, -87.62776589225987 41.86832119420836, -87.62765575731531 41.86832051752261, -87.62765723609702 41.86818605843831)))",POINT (-87.62771156412063 41.86825362634602),POINT (-87.627533 41.86787)
814582,"MULTIPOLYGON (((-87.6354211114364 41.88128513511535, -87.63567080151964 41.88128665228536, -87.63568142978703 41.88182870477088, -87.6354574561302 41.88182597178119, -87.6354288425126 41.88158704879218, -87.6354211114364 41.88128513511535)))",POINT (-87.6355543975597 41.88155207537245),POINT (-87.635651 41.881397)
353251,"MULTIPOLYGON (((-87.6350840361461 41.88543100749389, -87.63508414072459 41.8854214032871, -87.63508323091665 41.88533632629103, -87.63525032843366 41.88533597005764, -87.63525114884608 41.88542927923161, -87.6350840361461 41.88543100749389)))",POINT (-87.63516702957419 41.88538314094763),POINT (-87.635712 41.885651)
370271,"MULTIPOLYGON (((-87.63687186863032 41.86891739431513, -87.63698208333139 41.86907997331667, -87.6369046750678 41.86910831854107, -87.63679444562159 41.86894711150116, -87.63687186863032 41.86891739431513)))",POINT (-87.63688822186036 41.86901305143267),POINT (-87.636658 41.868671)
352271,"MULTIPOLYGON (((-87.6253431557378 41.88691500145976, -87.62549555317288 41.88691594091837, -87.62549518967529 41.8869488695509, -87.62551355082196 41.88694898272517, -87.62551106696988 41.88717399504311, -87.6253402925616 41.88717431442713, -87.6253431557378 41.88691500145976)))",POINT (-87.6254259558884 41.88704640105724),POINT (-87.62545799999999 41.887405)
814849,"MULTIPOLYGON (((-87.62515067080828 41.87624420197591, -87.62515062536599 41.87624831806236, -87.62516125236552 41.87661611233872, -87.62476277363096 41.87662325926581, -87.62476629370998 41.87663700220588, -87.62463406925519 41.87664030267341, -87.62460103966863 41.87663872671651, -87.62460270873481 41.87665383036023, -87.62453111177108 41.87665338848382, -87.6245144654789 41.87633220915946, -87.62478803154534 41.87633115308535, -87.62478842558107 41.87629548033937, -87.62478545110426 41.87623234436594, -87.62502968927629 41.87622699039753, -87.62502956807617 41.87623796662779, -87.62505159777071 41.87623810249782, -87.62505331238249 41.87624909005043, -87.62513229757954 41.87624546079581, -87.62515067080828 41.87624420197591)))",POINT (-87.62485354030167 41.87644897670985),POINT (-87.625336 41.876373)
814447,"MULTIPOLYGON (((-87.6345364669852 41.88462361420129, -87.63453515422206 41.88457558199357, -87.63462882268556 41.88457340769519, -87.63463013551886 41.8846214399024, -87.6345364669852 41.88462361420129)))",POINT (-87.63458264485318 41.8845985109511),POINT (-87.634552 41.884804)
814348,"MULTIPOLYGON (((-87.62962454994377 41.88480492627909, -87.63011482177951 41.88480381318853, -87.63011574051019 41.88505491683572, -87.63010284293591 41.88505895421648, -87.63007889889177 41.88506566818933, -87.63008273727401 41.88538539571663, -87.63004043238661 41.88539199723976, -87.63001651830766 41.88539596714211, -87.63002493142821 41.88563339546111, -87.6297990786922 41.88563338414848, -87.62965217734353 41.88563385620429, -87.62964453268792 41.88549385310306, -87.62964003323481 41.88540189347848, -87.6296324948221 41.88508488750825, -87.62962454994377 41.88480492627909)))",POINT (-87.62985664213312 41.8851964137734),POINT (-87.63000500000003 41.88483)
815005,"MULTIPOLYGON (((-87.62604202522019 41.86883336966483, -87.62603141449128 41.8686302299602, -87.62664657918192 41.86861206299319, -87.62665714652327 41.8688193187497, -87.62604202522019 41.86883336966483)))",POINT (-87.62634531757702 41.86872371135742),POINT (-87.62640400000002 41.868725)
362111,"MULTIPOLYGON (((-87.63109063364661 41.87651393868557, -87.63124302157517 41.87651349829974, -87.63124736140459 41.87678794929688, -87.6308746136077 41.87679253049254, -87.63086845458041 41.87651669623389, -87.63095108142204 41.87651582949694, -87.63109063364661 41.87651393868557)))",POINT (-87.63105823148635 41.87665236794349),POINT (-87.63104200000002 41.876339)
814775,"MULTIPOLYGON (((-87.62842475645084 41.8785269746402, -87.62833293255468 41.87852915521672, -87.62833302303812 41.87852092304146, -87.62833330956879 41.87849485448639, -87.62824151588156 41.87849429093174, -87.62823989116349 41.87847507125122, -87.62823663084821 41.8782706050821, -87.62842394963371 41.87826626654156, -87.62842475645084 41.8785269746402)))",POINT (-87.62833486784159 41.87839002661939),POINT (-87.628784 41.878052)
814411,"MULTIPOLYGON (((-87.63074511273982 41.88459224819805, -87.63074594163356 41.8846841853377, -87.63079184293129 41.88468446615685, -87.63079303488176 41.8849108733128, -87.63074346130523 41.88491057002652, -87.63074424509726 41.88500662324623, -87.63074572248755 41.8852069618508, -87.63025910463395 41.88520947212167, -87.63025758363563 41.88501324960722, -87.6302573421126 41.88486780337283, -87.63027753873924 41.88486792702189, -87.63027708657535 41.88474168917968, -87.63025505393513 41.88474155428987, -87.63025484249577 41.88459336399205, -87.63074511273982 41.88459224819805)))",POINT (-87.63051214552654 41.88489725705118),POINT (-87.63000500000003 41.88483)
367842,"MULTIPOLYGON (((-87.63606880365157 41.87085407698527, -87.63614223531148 41.87136083647682, -87.63593459550457 41.87137878548225, -87.63585934472495 41.87087064269014, -87.63606880365157 41.87085407698527)))",POINT (-87.63600114545375 41.87111576585795),POINT (-87.635559 41.87122)
359441,"MULTIPOLYGON (((-87.62824151588156 41.87849429093174, -87.62824217531903 41.87860132047943, -87.62788411900559 41.87860461002909, -87.62787947665888 41.87835897171222, -87.62787029731037 41.87835891532393, -87.62786747063518 41.87828205913761, -87.62823663084821 41.8782706050821, -87.62823989116349 41.87847507125122, -87.62824151588156 41.87849429093174)))",POINT (-87.62805982449021 41.87843878152658),POINT (-87.62762499999999 41.878056)
814931,"MULTIPOLYGON (((-87.62676431488369 41.87342345243839, -87.62630703718477 41.87343710359735, -87.62615646210017 41.87344029285299, -87.62614977900843 41.87321385141369, -87.62675755408954 41.87320387116742, -87.62676431488369 41.87342345243839)))",POINT (-87.62645536962729 41.87332065865217),POINT (-87.626465 41.872971)
369806,"MULTIPOLYGON (((-87.6372544522994 41.8695248206192, -87.63728504758926 41.86958126314747, -87.63724636555547 41.86959337781441, -87.63721577029416 41.86953693527618, -87.6372544522994 41.8695248206192)))",POINT (-87.63725040893644 41.86955909921786),POINT (-87.63668800000001 41.869514)
357867,"MULTIPOLYGON (((-87.62791496122622 41.88030760233539, -87.6279125720671 41.8801909573433, -87.62793827497732 41.88019111522478, -87.62830181775094 41.88019060344645, -87.62832753574475 41.880189389212, -87.62832819530438 41.88029641872896, -87.62832813497791 41.8803019068441, -87.62796638222974 41.88030654606356, -87.62791496122622 41.88030760233539)))",POINT (-87.62811940190706 41.88024767153273),POINT (-87.627686 41.880604)
357885,"MULTIPOLYGON (((-87.62914701999894 41.88013404380042, -87.62916013700627 41.88061162247216, -87.62841274579658 41.88062213051369, -87.62839961927479 41.88014592382891, -87.62914701999894 41.88013404380042)))",POINT (-87.62878005954143 41.88037842495931),POINT (-87.628815 41.880592)
357006,"MULTIPOLYGON (((-87.63409149032755 41.88131272206583, -87.63409272793048 41.88136761445389, -87.63479239248765 41.88135677915431, -87.63480398468748 41.88180964968787, -87.63397943922504 41.88182246885199, -87.63396788277089 41.88136685422006, -87.63394585127261 41.88136672004706, -87.63394274791473 41.88131456053747, -87.63409149032755 41.88131272206583)))",POINT (-87.6343781573256 41.88158435018498),POINT (-87.63452099999998 41.881413)
814783,"MULTIPOLYGON (((-87.6360255379164 41.87821250984365, -87.63602288287539 41.87845673145318, -87.63570342559616 41.8784561633877, -87.63570606693068 41.87821331382619, -87.6360255379164 41.87821250984365)))",POINT (-87.63586462831384 41.87833467964936),POINT (-87.63561999999997 41.878006)
868602,"MULTIPOLYGON (((-87.62680892971744 41.88720695997216, -87.62683634923002 41.88718490032664, -87.62684581845592 41.88719209360521, -87.6268169391158 41.88721332099975, -87.62680892971744 41.88720695997216)))",POINT (-87.62682735388653 41.88719906140626),POINT (-87.626587 41.887394)
370696,"MULTIPOLYGON (((-87.62940566988701 41.8682763717865, -87.62940685822406 41.86833538041248, -87.62907637791547 41.86834021491803, -87.62907518988239 41.86828120629099, -87.62940566988701 41.8682763717865)))",POINT (-87.62924102397891 41.86830829335651),POINT (-87.628693 41.86871)
352713,"MULTIPOLYGON (((-87.63636869610256 41.88583123788798, -87.63633854322698 41.88590240513806, -87.63628240163544 41.8859994849186, -87.63623402188492 41.88605819241966, -87.63617089361742 41.8861222988451, -87.63609676355976 41.88618496631758, -87.63603560540699 41.8862367355465, -87.63596165414202 41.88628293857334, -87.63588776246293 41.88632365343314, -87.63581764736631 41.88635478634257, -87.63573651558652 41.88638585228676, -87.63568859779167 41.88640202663412, -87.63559462809279 41.88643164236529, -87.63557437123143 41.88643700776537, -87.63557277452827 41.88607750257189, -87.63571163091193 41.88597269293156, -87.63575020374343 41.88597155512993, -87.6357523383495 41.88594412569118, -87.63589304516049 41.88583795494832, -87.63636869610256 41.88583123788798)))",POINT (-87.63591106730175 41.88608869558789),POINT (-87.635712 41.88649)
814697,"MULTIPOLYGON (((-87.6359506650645 41.87986408997963, -87.63595089105132 41.87970821832249, -87.63595125187864 41.87964126097153, -87.63595185080852 41.87945108852781, -87.6359517670714 41.87942501770471, -87.63610234098239 41.87942318774297, -87.6361085687554 41.87986367664415, -87.6359506650645 41.87986408997963)))",POINT (-87.63602838981944 41.87964579293808),POINT (-87.635651 41.879704)
868392,"MULTIPOLYGON (((-87.62823367638795 41.87787129947138, -87.62823457981598 41.87808974682704, -87.62791910628808 41.87809439563038, -87.62786056996623 41.87807482634631, -87.6278543634936 41.87780448020273, -87.62822713233595 41.87779853682864, -87.62823000467618 41.87787127692769, -87.62823367638795 41.87787129947138)))",POINT (-87.62804617315341 41.87794623381785),POINT (-87.62762499999999 41.878056)
814854,"MULTIPOLYGON (((-87.63109063364661 41.87651393868557, -87.63095108142204 41.87651582949694, -87.63086845458041 41.87651669623389, -87.6308673550018 41.87644945551258, -87.63108954885557 41.87644532593408, -87.63109063364661 41.87651393868557)))",POINT (-87.63097936096847 41.87648138720264),POINT (-87.63104200000002 41.876339)
363197,"MULTIPOLYGON (((-87.63255295157842 41.87542242904079, -87.63256211491192 41.87576002712085, -87.63178537773432 41.87577312238007, -87.63177621848871 41.87543552426995, -87.63255295157842 41.87542242904079)))",POINT (-87.63216916568982 41.87559777585082),POINT (-87.632172 41.875484)
834523,"MULTIPOLYGON (((-87.63903420704094 41.86760748471538, -87.63903414171855 41.86761352166922, -87.63903002033391 41.86762118065158, -87.63901965802032 41.86762880190346, -87.63900751061534 41.86763174713815, -87.63891242823949 41.86763117225347, -87.63890044208343 41.8674156761948, -87.63902636156396 41.86741643752162, -87.63903420704094 41.86760748471538)))",POINT (-87.6389682263321 41.86752271448842),POINT (-87.638947 41.867798)
358029,"MULTIPOLYGON (((-87.63854929119603 41.88048357469939, -87.63860253330276 41.8804838968039, -87.63860219147809 41.88051545353407, -87.63854896420824 41.88051375939749, -87.63854929119603 41.88048357469939)))",POINT (-87.63857594221177 41.88049917484373),POINT (-87.63906899999998 41.880539)
362503,"MULTIPOLYGON (((-87.63048340689349 41.8758008366559, -87.6304901089464 41.87636207574997, -87.63045522848851 41.87636186227171, -87.63037371593893 41.87642859734613, -87.62979534383787 41.87643328832353, -87.62978569857538 41.87580616929561, -87.63048340689349 41.8758008366559)))",POINT (-87.63013520288902 41.87611352383118),POINT (-87.629913 41.876343)
814862,"MULTIPOLYGON (((-87.63086630050029 41.87637809869911, -87.63086374074382 41.87627654598451, -87.63119426188246 41.8762717066533, -87.63119682216224 41.8763732593646, -87.63086630050029 41.87637809869911)))",POINT (-87.63103028132372 41.87632490268875),POINT (-87.63104200000002 41.876339)
814268,"MULTIPOLYGON (((-87.62863771009698 41.88654970008348, -87.62848895547485 41.88655153139509, -87.62849044470588 41.88658309929326, -87.62839678824966 41.88658389653251, -87.62838912707183 41.88661266402098, -87.62838346791555 41.88662635047999, -87.62837780875684 41.88664003693868, -87.628374030955 41.88664961858672, -87.62836472974533 41.88666053844711, -87.62835362259348 41.88666870298037, -87.62834250035412 41.88667823953979, -87.62832404876329 41.88668635898192, -87.62829646188241 41.88669030597601, -87.62828543014632 41.88669161036635, -87.62826706906236 41.88669149763581, -87.62824688695687 41.8866900016016, -87.62823406437253 41.88668717863178, -87.62822127196389 41.88668161160609, -87.62821215177335 41.8866760671272, -87.62819756852443 41.88666637274314, -87.62819210546517 41.88666222283843, -87.62817389527279 41.88664838982091, -87.62816846239338 41.88664149586065, -87.62816301442663 41.88663597392737, -87.62815023712321 41.88662903486662, -87.62814012967236 41.88587842318207, -87.62842293203163 41.88587604310976, -87.62843728099544 41.88624111511138, -87.62862272665252 41.88624225327015, -87.62863771009698 41.88654970008348)))",POINT (-87.6283399601194 41.88629766780287),POINT (-87.62887600000001 41.886536)
371292,"MULTIPOLYGON (((-87.62454480669943 41.86644075919224, -87.62454644520989 41.86645860692329, -87.62482183500174 41.86645481770848, -87.6248239456857 41.86659615955409, -87.62491023083506 41.86659531971197, -87.62492172442956 41.86721696297227, -87.62492283289832 41.86728283177806, -87.62454097756299 41.86728596420171, -87.62453993010907 41.8672146072721, -87.62453999073183 41.86720911914889, -87.62433988553886 41.86721062822635, -87.62433017366125 41.86676051147234, -87.62453396367886 41.86675765302709, -87.62453019996794 41.86659983548513, -87.6243025485367 41.86660254661164, -87.62430065124708 41.8664419963327, -87.62454480669943 41.86644075919224)))",POINT (-87.62463377410803 41.86687461809826),POINT (-87.624115 41.867043)
814558,"MULTIPOLYGON (((-87.6366358251024 41.88203208425958, -87.63664672985317 41.88254944009612, -87.63546608199665 41.88255187629134, -87.63545511212146 41.88204138056742, -87.6366358251024 41.88203208425958)))",POINT (-87.63605225025914 41.88229368112193),POINT (-87.63568100000001 41.882256)
814355,"MULTIPOLYGON (((-87.63421161261805 41.8856205406446, -87.63409592461494 41.88562120840611, -87.634068592877 41.88560183229738, -87.63406915064678 41.88538229644095, -87.63419770568999 41.88538033492124, -87.63421161261805 41.8856205406446)))",POINT (-87.63413736300721 41.88550233907834),POINT (-87.634552 41.885662)
360694,"MULTIPOLYGON (((-87.63935205377621 41.87688249173885, -87.63938090863286 41.8779488052159, -87.63900082571463 41.87795199633354, -87.63898983703255 41.87761027143969, -87.63892010434057 41.87760710556029, -87.63891719617473 41.87736696655931, -87.63891721102831 41.87736559452672, -87.63891722588188 41.87736422249414, -87.63891724073545 41.87736285046154, -87.63891725558904 41.87736147842895, -87.63891541974355 41.87736146732802, -87.63891543459717 41.87736009529542, -87.63891544945078 41.87735872326283, -87.63891546430439 41.87735735123024, -87.63891547915799 41.87735597919765, -87.63891364331266 41.87735596809667, -87.63891365816632 41.87735459606409, -87.63891367301996 41.87735322403149, -87.63891185202839 41.87735184089791, -87.63891186688207 41.87735046886532, -87.63891188173577 41.87734909683272, -87.63891006074435 41.87734771369911, -87.63891007559806 41.87734634166652, -87.63890823975302 41.87734633056547, -87.63890825460678 41.87734495853287, -87.63890826946054 41.87734358650028, -87.63890643361557 41.8773435753992, -87.63890644846936 41.87734220336661, -87.63890461262443 41.8773421922655, -87.63890462747827 41.87734082023291, -87.63890464233211 41.87733944820031, -87.63890280648725 41.87733943709917, -87.63890282134112 41.87733806506658, -87.63890098549632 41.87733805396542, -87.63890100035022 41.87733668193282, -87.63889916450546 41.87733667083163, -87.6388991793594 41.87733529879903, -87.63889735836865 41.87733391566522, -87.63889553737799 41.87733253253138, -87.6388937163874 41.87733114939751, -87.63889189539691 41.87732976626361, -87.63889005955234 41.87732975516226, -87.63889007440648 41.87732838312967, -87.63888823856195 41.87732837202831, -87.63888641757163 41.87732698889432, -87.63888459658141 41.8773256057603, -87.63888276073696 41.87732559465885, -87.63888093974684 41.87732421152477, -87.63887910390245 41.87732420042326, -87.63887728291246 41.87732281728913, -87.63887544706809 41.87732280618755, -87.63887546192254 41.87732143415497, -87.63887362607821 41.87732142305337, -87.63887179023389 41.87732141195174, -87.63887180508843 41.87732003991915, -87.63886996924414 41.87732002881749, -87.63886813339987 41.8773200177158, -87.63886629755558 41.87732000661408, -87.63886447656598 41.87731862347974, -87.63886264072175 41.87731861237798, -87.63886080487752 41.87731860127617, -87.63885896903328 41.87731859017433, -87.63885714804388 41.87731720703989, -87.63885531219969 41.87731719593799, -87.63885347635551 41.87731718483607, -87.63885164051131 41.87731717373412, -87.63884980466712 41.87731716263214, -87.63884796882293 41.87731715153014, -87.63884613297876 41.8773171404281, -87.63884429713455 41.87731712932602, -87.63884246129037 41.87731711822393, -87.63884062544618 41.8773171071218, -87.638838789602 41.87731709601965, -87.63883695375782 41.87731708491746, -87.63883511791364 41.87731707381524, -87.63883328206947 41.877317062713, -87.63883144622528 41.87731705161072, -87.63883143136989 41.8773184236433, -87.63882959552568 41.87731841254099, -87.63882775968146 41.87731840143866, -87.63882592383725 41.87731839033631, -87.63882408799304 41.87731837923391, -87.6388240731375 41.87731975126648, -87.63882223729324 41.87731974016406, -87.63882040144898 41.87731972906161, -87.63881856560474 41.87731971795913, -87.63881671490479 41.8773210788892, -87.63881487906049 41.87732106778666, -87.6388130432162 41.87732105668409, -87.63881302836043 41.87732242871665, -87.6388111925161 41.87732241761405, -87.63880935667177 41.87732240651143, -87.63880934181591 41.877323778544, -87.63880750597156 41.87732376744134, -87.63880565527126 41.87732512837123, -87.63880381942685 41.87732511726851, -87.63880380457087 41.87732648930108, -87.63880196872644 41.87732647819833, -87.63880011802594 41.87732783912811, -87.63879826732537 41.87732920005787, -87.6387964166247 41.87733056098759, -87.63879458078016 41.87733054988473, -87.63879273007939 41.87733191081439, -87.63877400021791 41.87736610059763, -87.63873911915245 41.8773658896312, -87.63874054545664 41.87723417450602, -87.63880488905473 41.87722633092285, -87.63880672260002 41.87688742776026, -87.63935205377621 41.87688249173885)))",POINT (-87.63911908668661 41.87737171003749),POINT (-87.639038 41.877136)
814866,"MULTIPOLYGON (((-87.63119426188246 41.8762717066533, -87.63086374074382 41.87627654598451, -87.63086306187728 41.87617088840601, -87.63116417950199 41.87616861354386, -87.631241283452 41.87616908495129, -87.63124202301026 41.87626925440991, -87.63119426188246 41.8762717066533)))",POINT (-87.63105136416074 41.87622163205229),POINT (-87.63104200000002 41.876339)
357993,"MULTIPOLYGON (((-87.63424810635672 41.88025165357437, -87.63425393609641 41.88055904428708, -87.63394912598585 41.88056130473132, -87.63394328274575 41.88025528604479, -87.63424810635672 41.88025165357437)))",POINT (-87.63409872633305 41.88040681774066),POINT (-87.63452099999998 41.880566)
366934,"MULTIPOLYGON (((-87.62923252838537 41.8715080342117, -87.62928904281875 41.87154405589651, -87.62931602088034 41.87159498985, -87.62931927067068 41.87163342922867, -87.62948822829505 41.87162760423444, -87.62951585188013 41.87212173795247, -87.62939832243988 41.87212513398094, -87.62939675772786 41.87210042616987, -87.62890826806091 41.87211526850955, -87.62890998323357 41.87212625601664, -87.62872266733601 41.87213196752309, -87.62871185181696 41.87194666451479, -87.62874123787003 41.8719454726863, -87.62873531156048 41.87181645672979, -87.62871695473234 41.87181634410351, -87.62871388612169 41.87176144034041, -87.62873225800257 41.87176018093612, -87.62871840403524 41.87151723008981, -87.62886715391483 41.87151265414703, -87.62887303527376 41.87164578619839, -87.6290731994865 41.87164015323524, -87.62907180058134 41.87160035307677, -87.62909447630933 41.87154149082195, -87.62915356427747 41.87151029430475, -87.62923252838537 41.8715080342117)))",POINT (-87.62910413629021 41.87184616991306),POINT (-87.62872299999999 41.872105)
367356,"MULTIPOLYGON (((-87.63704435232951 41.87179990059504, -87.63704775566885 41.8718246194551, -87.63700917647347 41.8718271297933, -87.63700578804043 41.87180103889884, -87.63704435232951 41.87179990059504)))",POINT (-87.63702659715861 41.87181319115628),POINT (-87.636719 41.872063)
