id,MEAN_AVGHT,Lat,Lon,Electricity [GJ],Natural Gas [GJ],area_total,elec_per_area_total,elec_total,run,energy,gas,energy_total
13175,19.85,41.883095000000004,-87.637939,,,,,,,,,
13200,51.61,41.883117999999996,-87.632263,50423.41,30725.37,194906.56,258.71,50423.41,,,,
13202,24.74,41.883163,-87.625427,14776.72,3041.25,45381.44,325.61,14776.72,992.0,5139338.0,1259953.0,6399291.0
13206,92.04,41.883156,-87.62655600000002,46310.76,32351.99,176447.4,262.46,46310.76,992.0,17214829.0,4941313.0,22156142.0
13227,56.09,41.883957,-87.634552,9555.86,6713.24,27380.62,349.0,9555.86,,,,
13231,112.47,41.883942,-87.636841,21554.83,17080.8,75503.21,285.48,21554.83,,,,
13242,14.41,41.883938,-87.63797,,,,,,,,,
13244,33.96,41.883144,-87.628845,37348.31,23479.84,141519.49,263.91,37348.31,,,,
13255,62.17,41.883148,-87.627686,68003.03,42229.2,266788.33,254.9,68003.03,992.0,23.0,23.0,46.0
13263,44.73,41.883965,-87.633423,22527.45,14938.48,80739.09,279.02,22527.45,,,,
13565,4.33,41.88486500000001,-87.624298,291.42,40.32,153.58,1897.59,291.42,,,,
13767,8.74,41.8848,-87.635681,1231.85,138.37,2684.71,458.84,1231.85,,,,
13909,134.7,41.884861,-87.625427,21866.83,18421.73,76722.15,285.01,21866.83,,,,
13987,16.15,41.884857000000004,-87.626587,6751.84,1319.65,19972.67,338.05,6751.84,,,,
14004,75.17,41.884811,-87.633423,16894.33,12092.73,57234.8,295.18,16894.33,,,,
14037,51.18,41.884846,-87.628845,27321.06,18122.93,100286.42,272.43,27321.06,,,,
14054,22.4,41.8848,-87.635681,2771.06,296.58,6329.02,437.83,2771.06,,,,
14056,18.29,41.884803999999995,-87.634552,5632.08,1024.66,16107.7,349.65,5632.08,,,,
14058,138.96,41.8848,-87.636841,45713.0,33829.61,174058.1,262.63,45713.0,,,,
14077,41.85,41.88485,-87.627716,,,,,,,,,
14256,2.92,41.8857,-87.626587,238.76,40.53,148.11,1612.03,238.76,,,,
14389,8.46,41.884811,-87.633423,1191.62,43.5,1464.03,813.93,1191.62,,,,
14398,9.67,41.884811,-87.633423,1255.85,40.95,1215.48,1033.21,1255.85,,,,
14597,106.41,41.88486500000001,-87.624298,,,,,,,,,
14669,35.44,41.884861,-87.625427,11435.59,7456.64,35461.75,322.48,11435.59,,,,
14674,49.89,41.884861,-87.625427,,,,,,,,,
14692,30.56,41.88485,-87.627716,17373.19,10982.88,59865.44,290.2,17373.19,,,,
14697,49.88,41.884823,-87.631134,49882.49,32170.84,192558.26,259.05,49882.49,,,,
14701,139.41,41.8848,-87.636841,30199.29,23538.72,110533.48,273.21,30199.29,,,,
14705,66.31,41.884811,-87.633423,42694.04,30650.17,161962.39,263.6,42694.04,,,,
14711,60.63,41.884815,-87.632263,,,,,,,,,
14713,34.36,41.884846,-87.628845,19350.3,12189.02,67912.77,284.93,19350.3,,,,
14714,56.4,41.88478900000001,-87.63797,13924.9,11023.4,44285.61,314.43,13924.9,,,,
14718,13.32,41.8848,-87.635681,9188.29,1828.91,27335.64,336.13,9188.29,,,,
14720,36.54,41.8848,-87.635681,12154.24,7564.27,38374.67,316.73,12154.24,,,,
14794,10.15,41.885689,-87.627716,649.12,41.8,641.13,1012.45,649.12,,,,
14933,11.85,41.88567000000001,-87.632263,3750.45,130.47,6032.8,621.68,3750.45,,,,
14938,11.99,41.885661999999996,-87.634552,338.17,40.36,182.54,1852.61,338.17,,,,
14944,9.57,41.885689,-87.627716,614.19,43.07,677.54,906.5,614.19,,,,
15400,43.24,41.885689,-87.627716,18373.82,12837.6,63638.39,288.72,18373.82,,,,
15419,54.6,41.8857,-87.626587,14985.45,10174.27,49787.81,300.99,14985.45,,,,
15460,84.35,41.885661999999996,-87.633423,28981.86,22822.57,106185.22,272.94,28981.86,,,,
15461,80.12,41.885661999999996,-87.634552,17273.76,12604.94,58732.09,294.11,17273.76,,,,
15641,130.33,41.885643,-87.636841,33676.9,26131.05,124719.1,270.02,33676.9,,,,
15719,110.09,41.885719,-87.624298,58556.92,43026.01,226660.3,258.35,58556.92,,,,
15879,69.38,41.886532,-87.63000500000004,11627.46,8349.24,35872.55,324.13,11627.46,,,,
15886,42.59,41.885708,-87.625427,16785.66,11007.17,56926.14,294.87,16785.66,,,,
15897,55.85,41.886547,-87.626587,14826.71,10201.42,49102.53,301.95,14826.71,,,,
15943,95.41,41.886542999999996,-87.627747,39241.71,29564.2,148130.04,264.91,39241.71,,,,
15948,80.88,41.886517,-87.63229399999999,30458.29,21774.13,112614.98,270.46,30458.29,991.0,11360256.0,3315611.0,14675867.0
15966,84.38,41.88567000000001,-87.632263,142073.38,114768.62,565480.81,251.24,142073.38,,,,
15970,89.34,41.885651,-87.635712,26689.85,19986.93,96143.97,277.6,26689.85,,,,
15979,89.27,41.886509000000004,-87.633423,33305.28,24167.95,124059.49,268.46,33305.28,991.0,12421755.0,3698124.0,16119879.0
15983,68.83,41.886509000000004,-87.63458299999998,16350.14,11478.14,55117.65,296.64,16350.14,991.0,23.0,23.0,46.0
16395,58.1,41.886547,-87.625458,5245.72,3529.54,10020.1,523.52,5245.72,,,,
16526,77.78,41.88657,-87.624298,8547.09,6579.77,23135.86,369.43,8547.09,,,,
16941,20.63,41.886547,-87.625458,7798.86,1323.13,21757.03,358.45,7798.86,,,,
16953,44.16,41.886547,-87.625458,14685.02,10194.15,48278.8,304.17,14685.02,,,,
17163,68.68,41.887413,-87.624329,5645.33,3926.49,11660.55,484.14,5645.33,,,,
329702,112.41,41.879771999999996,-87.625366,57734.03,41176.18,222535.19,259.44,57734.03,992.0,21440941.0,6341195.0,27782136.0
