lat,lon,point
41.876385,-87.62191800000002,POINT (-87.62191800000002 41.876385)
41.8764,-87.620789,POINT (-87.620789 41.8764)
41.8764,-87.619629,POINT (-87.619629 41.8764)
41.876404,-87.6185,POINT (-87.6185 41.876404)
41.876419,-87.61737099999998,POINT (-87.61737099999998 41.876419)
41.877129,-87.641327,POINT (-87.641327 41.877129)
41.877132,-87.640167,POINT (-87.64016700000001 41.877132)
41.877136,-87.639038,POINT (-87.639038 41.877136)
41.877151,-87.637878,POINT (-87.637878 41.877151)
41.877151,-87.636749,POINT (-87.63674899999999 41.877151)
41.877163,-87.63561999999996,POINT (-87.63561999999997 41.877163)
41.877167,-87.63446,POINT (-87.63446 41.877167)
41.877178,-87.63333100000001,POINT (-87.63333100000001 41.877178)
41.877186,-87.632202,POINT (-87.63220200000001 41.877186)
41.877186,-87.63104200000002,POINT (-87.63104200000002 41.877186)
41.87719,-87.629913,POINT (-87.629913 41.87719)
41.877193,-87.628784,POINT (-87.628784 41.877193)
41.877205,-87.627625,POINT (-87.62762499999999 41.877205)
41.877209,-87.62649499999998,POINT (-87.62649499999998 41.877209)
41.877224,-87.625366,POINT (-87.625366 41.877224)
41.877228,-87.624207,POINT (-87.624207 41.877228)
41.877232,-87.623077,POINT (-87.62307699999999 41.877232)
41.877243,-87.621948,POINT (-87.621948 41.877243)
41.877247,-87.620789,POINT (-87.620789 41.877247)
41.877247,-87.619659,POINT (-87.619659 41.877247)
41.877251,-87.61853,POINT (-87.61853000000001 41.877251)
41.87725800000001,-87.61737099999998,POINT (-87.61737099999998 41.87725800000001)
41.877979,-87.641327,POINT (-87.641327 41.877979)
41.877991,-87.640198,POINT (-87.640198 41.877991)
41.877995,-87.639038,POINT (-87.639038 41.877995)
41.877995,-87.637909,POINT (-87.63790899999999 41.877995)
41.877998,-87.63678,POINT (-87.63678 41.877998)
41.878006,-87.63561999999996,POINT (-87.63561999999997 41.878006)
41.87801,-87.634491,POINT (-87.634491 41.87801)
41.878021,-87.633362,POINT (-87.63336200000001 41.878021)
41.878029,-87.632202,POINT (-87.63220200000001 41.878029)
41.878036,-87.631073,POINT (-87.631073 41.878036)
41.878044,-87.629913,POINT (-87.629913 41.878044)
41.878052,-87.628784,POINT (-87.628784 41.878052)
41.878056,-87.627625,POINT (-87.62762499999999 41.878056)
41.878067,-87.62649499999998,POINT (-87.62649499999998 41.878067)
41.878067,-87.625366,POINT (-87.625366 41.878067)
41.878075,-87.624207,POINT (-87.624207 41.878075)
41.878075,-87.623077,POINT (-87.62307699999999 41.878075)
41.87809,-87.621948,POINT (-87.621948 41.87809)
41.878094,-87.620789,POINT (-87.620789 41.878094)
41.878101,-87.619659,POINT (-87.619659 41.878101)
41.878101,-87.61853,POINT (-87.61853000000001 41.878101)
41.878105,-87.61737099999998,POINT (-87.61737099999998 41.878105)
41.878819,-87.641327,POINT (-87.641327 41.878819)
41.87883,-87.640198,POINT (-87.640198 41.87883)
41.878841,-87.639038,POINT (-87.639038 41.878841)
41.878845,-87.637909,POINT (-87.63790899999999 41.878845)
41.878853,-87.63678,POINT (-87.63678 41.878853)
41.878857,-87.63561999999996,POINT (-87.63561999999997 41.878857)
41.878868,-87.634491,POINT (-87.634491 41.878868)
41.878872,-87.633362,POINT (-87.63336200000001 41.878872)
41.878883,-87.632202,POINT (-87.63220200000001 41.878883)
41.878895,-87.631073,POINT (-87.631073 41.878895)
41.878895,-87.629944,POINT (-87.62994399999999 41.878895)
41.878899,-87.628784,POINT (-87.628784 41.878899)
41.878899,-87.627655,POINT (-87.627655 41.878899)
41.878914,-87.626526,POINT (-87.626526 41.878914)
41.878914,-87.625366,POINT (-87.625366 41.878914)
41.878918,-87.624237,POINT (-87.62423699999999 41.878918)
41.878929,-87.623108,POINT (-87.623108 41.878929)
41.878941,-87.621948,POINT (-87.621948 41.878941)
41.878948,-87.620819,POINT (-87.620819 41.878948)
41.878948,-87.619659,POINT (-87.619659 41.878948)
41.878948,-87.61853,POINT (-87.61853000000001 41.878948)
41.87896,-87.617401,POINT (-87.617401 41.87896)
41.879677,-87.641357,POINT (-87.641357 41.879677)
41.879681,-87.640198,POINT (-87.640198 41.879681)
41.87968400000001,-87.63906899999998,POINT (-87.63906899999998 41.87968400000001)
41.87968400000001,-87.637939,POINT (-87.637939 41.87968400000001)
41.8797,-87.63678,POINT (-87.63678 41.8797)
41.879704,-87.635651,POINT (-87.635651 41.879704)
41.879715,-87.634491,POINT (-87.634491 41.879715)
41.879719,-87.633362,POINT (-87.63336200000001 41.879719)
41.879723,-87.632202,POINT (-87.63220200000001 41.879723)
41.87973,-87.631073,POINT (-87.631073 41.87973)
41.879738,-87.629944,POINT (-87.62994399999999 41.879738)
41.879745,-87.628784,POINT (-87.628784 41.879745)
41.879757,-87.627655,POINT (-87.627655 41.879757)
41.879761,-87.626526,POINT (-87.626526 41.879761)
41.879772,-87.625366,POINT (-87.625366 41.879772)
41.879772,-87.624237,POINT (-87.62423699999999 41.879772)
41.87978,-87.623108,POINT (-87.623108 41.87978)
41.87978,-87.621948,POINT (-87.621948 41.87978)
41.879795,-87.620819,POINT (-87.620819 41.879795)
41.879799,-87.61969,POINT (-87.61969000000001 41.879799)
41.879807,-87.61853,POINT (-87.61853000000001 41.879807)
41.879807,-87.617401,POINT (-87.617401 41.879807)
41.880524,-87.641357,POINT (-87.641357 41.880524)
41.880527,-87.640198,POINT (-87.640198 41.880527)
41.880539,-87.63906899999998,POINT (-87.63906899999998 41.880539)
41.880543,-87.637939,POINT (-87.637939 41.880543)
41.880547,-87.63678,POINT (-87.63678 41.880547)
41.880562,-87.635651,POINT (-87.635651 41.880562)
41.880566,-87.63452099999998,POINT (-87.63452099999998 41.880566)
41.880569,-87.633362,POINT (-87.63336200000001 41.880569)
41.880577,-87.632233,POINT (-87.632233 41.880577)
41.880581,-87.63110400000002,POINT (-87.63110400000002 41.880581)
41.880581,-87.629944,POINT (-87.62994399999999 41.880581)
41.880592,-87.628815,POINT (-87.628815 41.880592)
41.880604,-87.627686,POINT (-87.627686 41.880604)
41.880608,-87.626526,POINT (-87.626526 41.880608)
41.880615,-87.62539699999998,POINT (-87.62539699999998 41.880615)
41.880619,-87.624237,POINT (-87.62423699999999 41.880619)
41.88063,-87.623108,POINT (-87.623108 41.88063)
41.880634,-87.62197900000002,POINT (-87.62197900000002 41.880634)
41.880642,-87.620819,POINT (-87.620819 41.880642)
41.880653,-87.61969,POINT (-87.61969000000001 41.880653)
41.880661,-87.61853,POINT (-87.61853000000001 41.880661)
41.880665,-87.617401,POINT (-87.617401 41.880665)
41.881371,-87.641357,POINT (-87.641357 41.881371)
41.881382,-87.64022800000002,POINT (-87.64022800000002 41.881382)
41.881386,-87.63906899999998,POINT (-87.63906899999998 41.881386)
41.881393,-87.637939,POINT (-87.637939 41.881393)
41.881393,-87.63678,POINT (-87.63678 41.881393)
41.881397,-87.635651,POINT (-87.635651 41.881397)
41.881413,-87.63452099999998,POINT (-87.63452099999998 41.881413)
41.881416,-87.633362,POINT (-87.63336200000001 41.881416)
41.881424,-87.632233,POINT (-87.632233 41.881424)
41.881428,-87.63110400000002,POINT (-87.63110400000002 41.881428)
41.881439,-87.629944,POINT (-87.62994399999999 41.881439)
41.881443,-87.628815,POINT (-87.628815 41.881443)
41.881451,-87.627686,POINT (-87.627686 41.881451)
41.881462,-87.626526,POINT (-87.626526 41.881462)
41.881466,-87.62539699999998,POINT (-87.62539699999998 41.881466)
41.881474,-87.624268,POINT (-87.624268 41.881474)
41.881481,-87.623108,POINT (-87.623108 41.881481)
41.881481,-87.62197900000002,POINT (-87.62197900000002 41.881481)
41.881489,-87.62085,POINT (-87.62085 41.881489)
41.881493,-87.61969,POINT (-87.61969000000001 41.881493)
41.881504,-87.618561,POINT (-87.618561 41.881504)
41.881508,-87.617432,POINT (-87.61743199999999 41.881508)
41.882221,-87.641357,POINT (-87.641357 41.882221)
41.882229,-87.64022800000002,POINT (-87.64022800000002 41.882229)
41.882236,-87.639099,POINT (-87.639099 41.882236)
41.88224,-87.637939,POINT (-87.637939 41.88224)
41.882244,-87.63681,POINT (-87.63681 41.882244)
41.882256,-87.635681,POINT (-87.63568100000001 41.882256)
41.882271,-87.63452099999998,POINT (-87.63452099999998 41.882271)
41.882275,-87.633392,POINT (-87.633392 41.882275)
41.882275,-87.632263,POINT (-87.63226299999999 41.882275)
41.882286,-87.63110400000002,POINT (-87.63110400000002 41.882286)
41.88229000000001,-87.629974,POINT (-87.629974 41.88229000000001)
41.88229000000001,-87.628845,POINT (-87.628845 41.88229000000001)
41.882294,-87.627686,POINT (-87.627686 41.882294)
41.882305,-87.62655600000002,POINT (-87.62655600000002 41.882305)
41.882305,-87.62539699999998,POINT (-87.62539699999998 41.882305)
41.882324,-87.624268,POINT (-87.624268 41.882324)
41.882328,-87.623108,POINT (-87.623108 41.882328)
41.882336,-87.62197900000002,POINT (-87.62197900000002 41.882336)
41.882339,-87.62085,POINT (-87.62085 41.882339)
41.882339,-87.61969,POINT (-87.61969000000001 41.882339)
41.882347,-87.618561,POINT (-87.618561 41.882347)
41.882351,-87.617432,POINT (-87.61743199999999 41.882351)
41.883076,-87.641388,POINT (-87.64138800000001 41.883076)
41.88308,-87.64022800000002,POINT (-87.64022800000002 41.88308)
41.883083,-87.639099,POINT (-87.639099 41.883083)
41.883095,-87.637939,POINT (-87.637939 41.883095)
41.883095,-87.63681,POINT (-87.63681 41.883095)
41.883095,-87.635681,POINT (-87.63568100000001 41.883095)
41.88311,-87.63452099999998,POINT (-87.63452099999998 41.88311)
41.883114,-87.633392,POINT (-87.633392 41.883114)
41.883118,-87.632263,POINT (-87.63226299999999 41.883118)
41.883129,-87.63110400000002,POINT (-87.63110400000002 41.883129)
41.883133,-87.629974,POINT (-87.629974 41.883133)
41.883144,-87.628845,POINT (-87.628845 41.883144)
41.883148,-87.627686,POINT (-87.627686 41.883148)
41.883156,-87.62655600000002,POINT (-87.62655600000002 41.883156)
41.883163,-87.625427,POINT (-87.625427 41.883163)
41.883167,-87.624268,POINT (-87.624268 41.883167)
41.883179,-87.623138,POINT (-87.623138 41.883179)
41.883186,-87.62200899999998,POINT (-87.62200899999998 41.883186)
41.883186,-87.62085,POINT (-87.62085 41.883186)
41.883186,-87.61972,POINT (-87.61972 41.883186)
41.883194,-87.61859100000002,POINT (-87.61859100000002 41.883194)
41.883198,-87.617432,POINT (-87.61743199999999 41.883198)
41.883915,-87.641388,POINT (-87.64138800000001 41.883915)
41.883923,-87.640259,POINT (-87.640259 41.883923)
41.883934,-87.639099,POINT (-87.639099 41.883934)
41.883938,-87.63797,POINT (-87.63797 41.883938)
41.883942,-87.636841,POINT (-87.636841 41.883942)
41.88395300000001,-87.635681,POINT (-87.63568100000001 41.88395300000001)
41.883957,-87.634552,POINT (-87.634552 41.883957)
41.883965,-87.633423,POINT (-87.63342299999999 41.883965)
41.883968,-87.632263,POINT (-87.63226299999999 41.883968)
41.88398400000001,-87.631134,POINT (-87.631134 41.88398400000001)
41.883991,-87.629974,POINT (-87.629974 41.883991)
41.883991,-87.628845,POINT (-87.628845 41.883991)
41.883995,-87.627686,POINT (-87.627686 41.883995)
41.884003,-87.62655600000002,POINT (-87.62655600000002 41.884003)
41.884007,-87.625427,POINT (-87.625427 41.884007)
41.884018,-87.624268,POINT (-87.624268 41.884018)
41.884022,-87.623138,POINT (-87.623138 41.884022)
41.884033,-87.62200899999998,POINT (-87.62200899999998 41.884033)
41.884037,-87.62085,POINT (-87.62085 41.884037)
41.884048,-87.61972,POINT (-87.61972 41.884048)
41.884048,-87.61859100000002,POINT (-87.61859100000002 41.884048)
41.884056,-87.617432,POINT (-87.61743199999999 41.884056)
41.884769,-87.641388,POINT (-87.64138800000001 41.884769)
41.884777,-87.640259,POINT (-87.640259 41.884777)
41.884785,-87.639099,POINT (-87.639099 41.884785)
41.88478900000001,-87.63797,POINT (-87.63797 41.88478900000001)
41.8848,-87.636841,POINT (-87.636841 41.8848)
41.8848,-87.635681,POINT (-87.63568100000001 41.8848)
41.884804,-87.634552,POINT (-87.634552 41.884804)
41.884811,-87.633423,POINT (-87.63342299999999 41.884811)
41.884815,-87.632263,POINT (-87.63226299999999 41.884815)
41.884823,-87.631134,POINT (-87.631134 41.884823)
41.88483,-87.63000500000004,POINT (-87.63000500000003 41.88483)
41.884846,-87.628845,POINT (-87.628845 41.884846)
41.88485,-87.627716,POINT (-87.62771600000001 41.88485)
41.884857,-87.626587,POINT (-87.626587 41.884857)
41.884861,-87.625427,POINT (-87.625427 41.884861)
41.88486500000001,-87.624298,POINT (-87.624298 41.88486500000001)
41.88488,-87.62316899999998,POINT (-87.62316899999998 41.88488)
41.88488,-87.62200899999998,POINT (-87.62200899999998 41.88488)
41.88488,-87.62088,POINT (-87.62088 41.88488)
41.884895,-87.61972,POINT (-87.61972 41.884895)
41.884895,-87.61859100000002,POINT (-87.61859100000002 41.884895)
41.884895,-87.617432,POINT (-87.61743199999999 41.884895)
41.885612,-87.641418,POINT (-87.641418 41.885612)
41.885624,-87.640259,POINT (-87.640259 41.885624)
41.885632,-87.63913000000002,POINT (-87.63913000000002 41.885632)
41.885643,-87.63799999999998,POINT (-87.63799999999999 41.885643)
41.885643,-87.636841,POINT (-87.636841 41.885643)
41.885651,-87.635712,POINT (-87.635712 41.885651)
41.885662,-87.634552,POINT (-87.634552 41.885662)
41.885662,-87.633423,POINT (-87.63342299999999 41.885662)
41.88567000000001,-87.632263,POINT (-87.63226299999999 41.88567000000001)
41.885677,-87.631134,POINT (-87.631134 41.885677)
41.885685,-87.63000500000004,POINT (-87.63000500000003 41.885685)
41.885689,-87.628845,POINT (-87.628845 41.885689)
41.885689,-87.627716,POINT (-87.62771600000001 41.885689)
41.8857,-87.626587,POINT (-87.626587 41.8857)
41.885708,-87.625427,POINT (-87.625427 41.885708)
41.885719,-87.624298,POINT (-87.624298 41.885719)
41.885723,-87.62316899999998,POINT (-87.62316899999998 41.885723)
41.885727,-87.62200899999998,POINT (-87.62200899999998 41.885727)
41.885735,-87.62088,POINT (-87.62088 41.885735)
41.885738,-87.61975100000002,POINT (-87.61975100000002 41.885738)
41.885754,-87.61859100000002,POINT (-87.61859100000002 41.885754)
41.885757,-87.617462,POINT (-87.617462 41.885757)
41.886471,-87.641418,POINT (-87.641418 41.886471)
41.886475,-87.640259,POINT (-87.640259 41.886475)
41.886482,-87.63913000000002,POINT (-87.63913000000002 41.886482)
41.886486,-87.63799999999998,POINT (-87.63799999999999 41.886486)
41.88649,-87.636841,POINT (-87.636841 41.88649)
41.88649,-87.635712,POINT (-87.635712 41.88649)
41.886509,-87.63458299999998,POINT (-87.63458299999998 41.886509)
41.886509,-87.633423,POINT (-87.63342299999999 41.886509)
41.886517,-87.63229399999999,POINT (-87.63229399999999 41.886517)
41.886524,-87.631165,POINT (-87.631165 41.886524)
41.886532,-87.63000500000004,POINT (-87.63000500000003 41.886532)
41.886536,-87.628876,POINT (-87.62887600000001 41.886536)
41.886543,-87.627747,POINT (-87.627747 41.886543)
41.886547,-87.626587,POINT (-87.626587 41.886547)
41.886547,-87.625458,POINT (-87.62545799999999 41.886547)
41.88657,-87.624298,POINT (-87.624298 41.88657)
41.886574,-87.62316899999998,POINT (-87.62316899999998 41.886574)
41.886581,-87.62200899999998,POINT (-87.62200899999998 41.886581)
41.886581,-87.62088,POINT (-87.62088 41.886581)
41.886585,-87.61975100000002,POINT (-87.61975100000002 41.886585)
41.886585,-87.61859100000002,POINT (-87.61859100000002 41.886585)
41.886593,-87.617462,POINT (-87.617462 41.886593)
41.887314,-87.641418,POINT (-87.641418 41.887314)
41.887318,-87.640289,POINT (-87.640289 41.887318)
41.887325,-87.63913000000002,POINT (-87.63913000000002 41.887325)
41.887329,-87.63799999999998,POINT (-87.63799999999999 41.887329)
41.887337,-87.636841,POINT (-87.636841 41.887337)
41.887348,-87.635712,POINT (-87.635712 41.887348)
41.887352,-87.63458299999998,POINT (-87.63458299999998 41.887352)
41.887363,-87.633423,POINT (-87.63342299999999 41.887363)
41.887371,-87.63229399999999,POINT (-87.63229399999999 41.887371)
41.887379,-87.631165,POINT (-87.631165 41.887379)
41.887383,-87.63000500000004,POINT (-87.63000500000003 41.887383)
41.88739,-87.628876,POINT (-87.62887600000001 41.88739)
41.88739,-87.627747,POINT (-87.627747 41.88739)
41.887394,-87.626587,POINT (-87.626587 41.887394)
41.887405,-87.625458,POINT (-87.62545799999999 41.887405)
41.887413,-87.624329,POINT (-87.624329 41.887413)
41.887421,-87.62316899999998,POINT (-87.62316899999998 41.887421)
41.887424,-87.62204,POINT (-87.62204 41.887424)
41.887432,-87.62091099999998,POINT (-87.62091099999998 41.887432)
41.887432,-87.61975100000002,POINT (-87.61975100000002 41.887432)
41.887444,-87.618622,POINT (-87.618622 41.887444)
41.887447,-87.61749300000002,POINT (-87.61749300000002 41.887447)
41.888161,-87.641418,POINT (-87.641418 41.888161)
41.888172,-87.640289,POINT (-87.640289 41.888172)
41.888176,-87.63916,POINT (-87.63916 41.888176)
41.888184,-87.63799999999998,POINT (-87.63799999999999 41.888184)
41.888191,-87.636871,POINT (-87.636871 41.888191)
41.888199,-87.63574200000002,POINT (-87.63574200000002 41.888199)
41.888199,-87.63458299999998,POINT (-87.63458299999998 41.888199)
41.888206,-87.633453,POINT (-87.633453 41.888206)
41.88821,-87.632324,POINT (-87.632324 41.88821)
41.888222,-87.631165,POINT (-87.631165 41.888222)
41.888233,-87.63003499999998,POINT (-87.63003499999998 41.888233)
41.888237,-87.628876,POINT (-87.62887600000001 41.888237)
41.888241,-87.627747,POINT (-87.627747 41.888241)
41.888252,-87.626587,POINT (-87.626587 41.888252)
41.888252,-87.625458,POINT (-87.62545799999999 41.888252)
41.888268,-87.624329,POINT (-87.624329 41.888268)
41.888271,-87.62316899999998,POINT (-87.62316899999998 41.888271)
41.888279,-87.62204,POINT (-87.62204 41.888279)
41.888287,-87.62091099999998,POINT (-87.62091099999998 41.888287)
41.888287,-87.61975100000002,POINT (-87.61975100000002 41.888287)
41.888287,-87.618622,POINT (-87.618622 41.888287)
41.888294,-87.61749300000002,POINT (-87.61749300000002 41.888294)
41.889008,-87.641449,POINT (-87.64144899999999 41.889008)
41.889019,-87.640289,POINT (-87.640289 41.889019)
41.889023,-87.63916,POINT (-87.63916 41.889023)
41.88903,-87.63799999999998,POINT (-87.63799999999999 41.88903)
41.889038,-87.636871,POINT (-87.636871 41.889038)
41.889046,-87.63574200000002,POINT (-87.63574200000002 41.889046)
41.889053,-87.63458299999998,POINT (-87.63458299999998 41.889053)
41.889057,-87.633453,POINT (-87.633453 41.889057)
41.889061,-87.632324,POINT (-87.632324 41.889061)
41.889076,-87.631165,POINT (-87.631165 41.889076)
41.88908,-87.63003499999998,POINT (-87.63003499999998 41.88908)
41.889088,-87.628906,POINT (-87.628906 41.889088)
41.88909500000001,-87.627747,POINT (-87.627747 41.88909500000001)
41.88909500000001,-87.62661700000002,POINT (-87.62661700000002 41.88909500000001)
41.889099,-87.625488,POINT (-87.625488 41.889099)
41.889111,-87.624329,POINT (-87.624329 41.889111)
41.889114,-87.623199,POINT (-87.623199 41.889114)
41.889118,-87.62207,POINT (-87.62206999999999 41.889118)
41.88913,-87.62091099999998,POINT (-87.62091099999998 41.88913)
41.889141,-87.619781,POINT (-87.619781 41.889141)
41.889145,-87.618622,POINT (-87.618622 41.889145)
41.889145,-87.61749300000002,POINT (-87.61749300000002 41.889145)
41.889862,-87.641449,POINT (-87.64144899999999 41.889862)
41.889866,-87.64031999999996,POINT (-87.64031999999997 41.889866)
41.889877,-87.63916,POINT (-87.63916 41.889877)
41.889893,-87.63803100000001,POINT (-87.63803100000001 41.889893)
41.889893,-87.636902,POINT (-87.63690200000001 41.889893)
41.8899,-87.63574200000002,POINT (-87.63574200000002 41.8899)
41.8899,-87.634613,POINT (-87.634613 41.8899)
41.889904,-87.633484,POINT (-87.633484 41.889904)
41.889908,-87.632324,POINT (-87.632324 41.889908)
41.889919,-87.63119499999998,POINT (-87.63119499999998 41.889919)
41.889923,-87.63003499999998,POINT (-87.63003499999998 41.889923)
41.889935,-87.628906,POINT (-87.628906 41.889935)
41.889938,-87.627747,POINT (-87.627747 41.889938)
41.889946,-87.62661700000002,POINT (-87.62661700000002 41.889946)
41.889957,-87.625488,POINT (-87.625488 41.889957)
41.889961,-87.624329,POINT (-87.624329 41.889961)
41.889965,-87.623199,POINT (-87.623199 41.889965)
41.889973,-87.62207,POINT (-87.62206999999999 41.889973)
41.88998400000001,-87.62091099999998,POINT (-87.62091099999998 41.88998400000001)
41.889992,-87.619781,POINT (-87.619781 41.889992)
41.889992,-87.618652,POINT (-87.618652 41.889992)
41.889999,-87.61749300000002,POINT (-87.61749300000002 41.889999)
41.890705,-87.641449,POINT (-87.64144899999999 41.890705)
41.890713,-87.64031999999996,POINT (-87.64031999999997 41.890713)
41.89072,-87.63916,POINT (-87.63916 41.89072)
41.890724,-87.63803100000001,POINT (-87.63803100000001 41.890724)
41.890732,-87.636902,POINT (-87.63690200000001 41.890732)
41.890747,-87.63574200000002,POINT (-87.63574200000002 41.890747)
41.890751,-87.634613,POINT (-87.634613 41.890751)
41.890755,-87.633484,POINT (-87.633484 41.890755)
41.890766,-87.632324,POINT (-87.632324 41.890766)
41.89077,-87.63119499999998,POINT (-87.63119499999998 41.89077)
41.890781,-87.630066,POINT (-87.630066 41.890781)
41.890781,-87.628906,POINT (-87.628906 41.890781)
41.890793,-87.62777700000002,POINT (-87.62777700000002 41.890793)
41.8908,-87.626648,POINT (-87.626648 41.8908)
41.8908,-87.625488,POINT (-87.625488 41.8908)
41.890808,-87.624359,POINT (-87.624359 41.890808)
41.890812,-87.623199,POINT (-87.623199 41.890812)
41.89082,-87.62207,POINT (-87.62206999999999 41.89082)
41.89082,-87.620941,POINT (-87.620941 41.89082)
41.890823,-87.619781,POINT (-87.619781 41.890823)
41.890835,-87.618652,POINT (-87.618652 41.890835)
41.890846,-87.61749300000002,POINT (-87.61749300000002 41.890846)
41.891563,-87.641479,POINT (-87.641479 41.891563)
41.891563,-87.64031999999996,POINT (-87.64031999999997 41.891563)
41.891575,-87.639191,POINT (-87.639191 41.891575)
41.891579,-87.638062,POINT (-87.63806200000001 41.891579)
41.891586,-87.636902,POINT (-87.63690200000001 41.891586)
41.891594,-87.635773,POINT (-87.635773 41.891594)
41.891605,-87.634613,POINT (-87.634613 41.891605)
41.891605,-87.633484,POINT (-87.633484 41.891605)
41.891613,-87.632324,POINT (-87.632324 41.891613)
41.891613,-87.63119499999998,POINT (-87.63119499999998 41.891613)
41.891628,-87.630066,POINT (-87.630066 41.891628)
41.891628,-87.628906,POINT (-87.628906 41.891628)
41.891628,-87.62777700000002,POINT (-87.62777700000002 41.891628)
41.891644,-87.626648,POINT (-87.626648 41.891644)
41.891655,-87.625488,POINT (-87.625488 41.891655)
41.891663,-87.624359,POINT (-87.624359 41.891663)
41.891666,-87.62323,POINT (-87.62323000000001 41.891666)
41.89167,-87.62207,POINT (-87.62206999999999 41.89167)
41.891682,-87.620941,POINT (-87.620941 41.891682)
41.891682,-87.619812,POINT (-87.619812 41.891682)
41.891685,-87.618652,POINT (-87.618652 41.891685)
41.891693,-87.61752299999998,POINT (-87.61752299999998 41.891693)
