id,geometry,centroid,closest
6197,"POLYGON ((-87.628168 41.874092, -87.628157 41.873651, -87.628078 41.873652, -87.62807599999999 41.873574, -87.62813300000001 41.873573, -87.628106 41.872471, -87.628027 41.872472, -87.62802600000001 41.872428, -87.62772699999999 41.872432, -87.627764 41.873941, -87.628072 41.873937, -87.628077 41.874165, -87.62778 41.874169, -87.627787 41.874474, -87.62818 41.874469, -87.628174 41.874203, -87.62824999999999 41.874202, -87.628252 41.874294, -87.62830599999999 41.874293, -87.62830700000001 41.874328, -87.628541 41.874325, -87.62854 41.874292, -87.62859400000001 41.874291, -87.62858900000001 41.874089, -87.62853699999999 41.874089, -87.628536 41.874057, -87.628299 41.87406, -87.6283 41.87409, -87.628168 41.874092))",POINT (-87.6280005493488 41.87349851054223),POINT (-87.62759399999999 41.87381)
6597,"POLYGON ((-87.622506 41.882726, -87.62279599999999 41.882726, -87.62279599999999 41.882664, -87.622506 41.882664, -87.622506 41.882726))",POINT (-87.62265099999999 41.882695),POINT (-87.623108 41.882328)
6634,"POLYGON ((-87.637423 41.887341, -87.63734100000001 41.887384, -87.637401 41.887446, -87.63748200000001 41.887403, -87.637423 41.887341))",POINT (-87.63741167124307 41.88739347815805),POINT (-87.636841 41.887337)
4693,"POLYGON ((-87.637629 41.879225, -87.637626 41.87881, -87.63707100000001 41.878812, -87.637074 41.879227, -87.637629 41.879225))",POINT (-87.63735000000001 41.8790185),POINT (-87.63790899999999 41.878845)
7099,"POLYGON ((-87.627993 41.869968, -87.627696 41.86997, -87.6277 41.870419, -87.627931 41.870418, -87.62792899999999 41.870272, -87.627996 41.870272, -87.627993 41.869968))",POINT (-87.62783747846083 41.87018185817805),POINT (-87.62756299999999 41.870419)
1855,"POLYGON ((-87.62810399999999 41.865945, -87.628029 41.865946, -87.62803099999999 41.865998, -87.628106 41.865997, -87.62810399999999 41.865945))",POINT (-87.6280675 41.8659715),POINT (-87.627533 41.866165)
7286,"POLYGON ((-87.636578 41.867436, -87.636371 41.867448, -87.636461 41.868307, -87.636668 41.868295, -87.636578 41.867436))",POINT (-87.63651949999999 41.8678715),POINT (-87.636658 41.867813)
1491,"POLYGON ((-87.621117 41.878589, -87.62124799999999 41.880753, -87.62209300000001 41.880725, -87.622089 41.880665, -87.622424 41.880654, -87.62242000000001 41.880599, -87.622576 41.880557, -87.622562 41.880335, -87.622462 41.880339, -87.622451 41.880317, -87.622412 41.879675, -87.62316199999999 41.87965, -87.623158 41.879592, -87.62316800000001 41.879592, -87.623228 41.880589, -87.62336999999999 41.880585, -87.62333599999999 41.880023, -87.624031 41.879999, -87.623977 41.87912, -87.62334799999999 41.879142, -87.623313 41.878559, -87.623109 41.878566, -87.623165 41.879491, -87.622421 41.879516, -87.62235800000001 41.878476, -87.621691 41.878499, -87.621787 41.878696, -87.621612 41.878664, -87.62160299999999 41.878518, -87.621475 41.878523, -87.62148500000001 41.8787, -87.621117 41.878589))",POINT (-87.62226590715224 41.87961197034181),POINT (-87.621948 41.87978)
1271,"POLYGON ((-87.62681600000001 41.875594, -87.62680899999999 41.875203, -87.626198 41.875209, -87.626205 41.8756, -87.62681600000001 41.875594))",POINT (-87.62650700000002 41.8754015),POINT (-87.626465 41.875515)
4390,"POLYGON ((-87.63217899999999 41.88078, -87.631103 41.88079, -87.631102 41.880768, -87.63094100000001 41.88077, -87.63094599999999 41.881035, -87.63130099999999 41.881032, -87.63130099999999 41.881, -87.63158900000001 41.880998, -87.63159 41.881062, -87.631412 41.881064, -87.631415 41.881274, -87.632187 41.881267, -87.63217899999999 41.88078))",POINT (-87.6316544486247 41.88099770648628),POINT (-87.63110400000002 41.880581)
5340,"POLYGON ((-87.632887 41.881349, -87.632492 41.88135, -87.632493 41.881858, -87.63290000000001 41.881858, -87.63290000000001 41.881811, -87.632938 41.881811, -87.632938 41.881746, -87.632977 41.881746, -87.632977 41.881637, -87.63299600000001 41.881637, -87.63299499999999 41.88145, -87.632936 41.88145, -87.632936 41.881395, -87.632887 41.881395, -87.632887 41.881349))",POINT (-87.63272747372299 41.88160312439815),POINT (-87.632233 41.881424)
6392,"POLYGON ((-87.634393 41.883816, -87.63520800000001 41.883812, -87.635203 41.883321, -87.634016 41.883326, -87.634021 41.883823, -87.63423400000001 41.883822, -87.63423400000001 41.883778, -87.634393 41.883777, -87.634393 41.883816))",POINT (-87.6346140830361 41.88356725407832),POINT (-87.634552 41.883957)
9002,"POLYGON ((-87.637034 41.877988, -87.63729499999999 41.877973, -87.63723400000001 41.877349, -87.636973 41.877363, -87.637034 41.877988))",POINT (-87.63713396725227 41.87766827129569),POINT (-87.63678 41.877998)
7313,"POLYGON ((-87.62838499999999 41.88802, -87.628727 41.888017, -87.62872299999999 41.887821, -87.628426 41.887823, -87.628427 41.887892, -87.628383 41.887892, -87.62838499999999 41.88802))",POINT (-87.62856121658585 41.88792334376456),POINT (-87.62887600000001 41.888237)
7234,"POLYGON ((-87.62862800000001 41.877859, -87.628618 41.877251, -87.628277 41.877254, -87.62828500000001 41.877744, -87.628248 41.877744, -87.628249 41.877804, -87.627841 41.877808, -87.62784600000001 41.878103, -87.62864 41.878096, -87.628636 41.877859, -87.62862800000001 41.877859))",POINT (-87.62833384045884 41.87776323058775),POINT (-87.628784 41.878052)
9896,"POLYGON ((-87.639133 41.871921, -87.639123 41.871456, -87.639064 41.871457, -87.639054 41.870975, -87.639101 41.870975, -87.63909099999999 41.870516, -87.63826400000001 41.870526, -87.638272 41.870909, -87.638374 41.870908, -87.638384 41.871389, -87.63829 41.87139, -87.638302 41.871931, -87.639133 41.871921))",POINT (-87.63870448540433 41.87122770535431),POINT (-87.638977 41.871197)
5407,"POLYGON ((-87.637057 41.871994, -87.637057 41.872139, -87.637156 41.872139, -87.637156 41.871994, -87.637057 41.871994))",POINT (-87.6371065 41.8720665),POINT (-87.636719 41.872063)
3366,"POLYGON ((-87.632645 41.867977, -87.632645 41.867933, -87.632487 41.867933, -87.632487 41.867977, -87.632645 41.867977))",POINT (-87.632566 41.867955),POINT (-87.63211099999999 41.867847)
9432,"POLYGON ((-87.633792 41.88631, -87.63342799999999 41.886308, -87.63342799999999 41.886375, -87.632893 41.886374, -87.63289399999999 41.88631, -87.632698 41.886309, -87.632696 41.886722, -87.63379 41.886725, -87.633792 41.88631))",POINT (-87.63325167043693 41.88653090136155),POINT (-87.63342299999999 41.886509)
8953,"POLYGON ((-87.63671100000001 41.87002, -87.636663 41.87002, -87.636663 41.87014, -87.63671100000001 41.87014, -87.63671100000001 41.87002))",POINT (-87.63668699999999 41.87008),POINT (-87.63668800000001 41.870373)
5439,"POLYGON ((-87.628058 41.865694, -87.628058 41.86558, -87.62761 41.86558, -87.62761 41.865694, -87.628058 41.865694))",POINT (-87.62783400000001 41.865637),POINT (-87.62750200000001 41.865322)
6136,"POLYGON ((-87.627959 41.866297, -87.627887 41.866297, -87.627887 41.866413, -87.627959 41.866413, -87.627959 41.866297))",POINT (-87.62792300000001 41.86635499999999),POINT (-87.627533 41.866165)
5012,"POLYGON ((-87.636297 41.86533, -87.63608600000001 41.865342, -87.636275 41.867159, -87.636486 41.867146, -87.636297 41.86533))",POINT (-87.63628599809843 41.86624432475722),POINT (-87.636658 41.866116)
9761,"POLYGON ((-87.625193 41.874967, -87.625203 41.875623, -87.625468 41.875621, -87.625467 41.875558, -87.62583600000001 41.875555, -87.625828 41.874962, -87.625193 41.874967))",POINT (-87.62550712114597 41.87527494156731),POINT (-87.625336 41.875526)
4540,"POLYGON ((-87.627647 41.883109, -87.627636 41.882183, -87.626374 41.882192, -87.626386 41.88312, -87.626955 41.883116, -87.62695100000001 41.882721, -87.62708600000001 41.88272, -87.627087 41.882794, -87.627403 41.882791, -87.627404 41.88284, -87.627077 41.882842, -87.62708000000001 41.883113, -87.627647 41.883109))",POINT (-87.6270068279573 41.88263660947799),POINT (-87.62655600000002 41.882305)
3598,"POLYGON ((-87.627747 41.872145, -87.628491 41.872138, -87.628488 41.871964, -87.627973 41.871969, -87.62796 41.871239, -87.628227 41.871236, -87.628226 41.871181, -87.62826699999999 41.871181, -87.628275 41.871663, -87.62843700000001 41.871661, -87.628428 41.871168, -87.62838600000001 41.871169, -87.62838499999999 41.871115, -87.627785 41.87112, -87.627786 41.871176, -87.62773 41.871177, -87.627747 41.872145))",POINT (-87.62804677521464 41.87163880973322),POINT (-87.62756299999999 41.871262)
3842,"POLYGON ((-87.628294 41.867042, -87.628174 41.867042, -87.628174 41.867134, -87.628294 41.867134, -87.628294 41.867042))",POINT (-87.62823399999998 41.86708799999999),POINT (-87.62866200000001 41.867012)
1966,"POLYGON ((-87.63297300000001 41.883331, -87.632983 41.883618, -87.633623 41.883606, -87.63361399999999 41.883319, -87.63297300000001 41.883331))",POINT (-87.63329824528257 41.88346846274776),POINT (-87.633392 41.883114)
4796,"POLYGON ((-87.62737199999999 41.873012, -87.62737199999999 41.872904, -87.627047 41.872904, -87.627047 41.873012, -87.62737199999999 41.873012))",POINT (-87.62720949999999 41.872958),POINT (-87.62759399999999 41.872967)
9097,"POLYGON ((-87.62462499999999 41.880917, -87.62466000000001 41.882007, -87.625072 41.882, -87.625066 41.881834, -87.625061 41.881834, -87.62506 41.88179, -87.625114 41.881789, -87.62512099999999 41.881999, -87.625298 41.881996, -87.62528399999999 41.881555, -87.62524999999999 41.881555, -87.62524000000001 41.88123, -87.62533000000001 41.881228, -87.62533999999999 41.881558, -87.62539 41.881557, -87.625395 41.881702, -87.625992 41.881691, -87.625967 41.880888, -87.62533000000001 41.880899, -87.625331 41.88093, -87.62527900000001 41.880931, -87.62527799999999 41.880905, -87.62462499999999 41.880917))",POINT (-87.62525980871396 41.88137716214742),POINT (-87.62539699999998 41.881466)
7936,"POLYGON ((-87.62637100000001 41.872008, -87.626299 41.872008, -87.626299 41.872149, -87.62637100000001 41.872149, -87.62637100000001 41.872008))",POINT (-87.62633500000001 41.8720785),POINT (-87.626434 41.87212)
5099,"POLYGON ((-87.62610100000001 41.871341, -87.626114 41.87176, -87.626723 41.871749, -87.62670900000001 41.87133, -87.62610100000001 41.871341))",POINT (-87.62641175403422 41.87154505730861),POINT (-87.626434 41.871277)
8464,"POLYGON ((-87.639593 41.872166, -87.63961500000001 41.873141, -87.640736 41.873126, -87.64071300000001 41.872152, -87.639593 41.872166))",POINT (-87.64016415716132 41.87264632534984),POINT (-87.640137 41.872887)
4005,"POLYGON ((-87.634021 41.871268, -87.634158 41.871233, -87.634106 41.871121, -87.63396899999999 41.871156, -87.634021 41.871268))",POINT (-87.6340635 41.87119450000001),POINT (-87.634399 41.871223)
8811,"POLYGON ((-87.624072 41.884625, -87.624072 41.884667, -87.624174 41.884667, -87.624174 41.884625, -87.624072 41.884625))",POINT (-87.62412299999998 41.884646),POINT (-87.624298 41.88486500000001)
5081,"POLYGON ((-87.62243100000001 41.88463, -87.622467 41.885676, -87.622664 41.885673, -87.62266099999999 41.885588, -87.622738 41.885586, -87.622731 41.885364, -87.62294300000001 41.88536, -87.62293699999999 41.885184, -87.623465 41.885174, -87.62346700000001 41.885231, -87.623828 41.885224, -87.623808 41.884617, -87.623454 41.884623, -87.623458 41.884743, -87.62290900000001 41.884753, -87.62290400000001 41.884621, -87.62243100000001 41.88463))",POINT (-87.62304454382661 41.88501548741014),POINT (-87.62316899999998 41.88488)
1783,"POLYGON ((-87.631148 41.886313, -87.631148 41.886715, -87.631674 41.886715, -87.631674 41.886313, -87.631148 41.886313))",POINT (-87.631411 41.88651400000001),POINT (-87.631165 41.886524)
1850,"POLYGON ((-87.633644 41.880579, -87.63363 41.879783, -87.63337300000001 41.879785, -87.633376 41.879986, -87.633309 41.879987, -87.633302 41.8796, -87.63352500000001 41.879598, -87.633526 41.87968, -87.63361500000001 41.879679, -87.633613 41.879589, -87.63357000000001 41.87959, -87.63356899999999 41.879504, -87.633298 41.879506, -87.633298 41.87949, -87.63244299999999 41.879499, -87.632463 41.880591, -87.633644 41.880579))",POINT (-87.63301845578182 41.88005981868531),POINT (-87.63336200000001 41.879719)
3428,"POLYGON ((-87.632667 41.885139, -87.63266900000001 41.885634, -87.633116 41.885633, -87.63311400000001 41.885138, -87.632667 41.885139))",POINT (-87.63289150000001 41.885386),POINT (-87.63342299999999 41.885662)
5752,"POLYGON ((-87.62921799999999 41.869018, -87.62886 41.869022, -87.62885900000001 41.868967, -87.628745 41.868968, -87.628748 41.86912, -87.629233 41.869115, -87.629234 41.869148, -87.629352 41.869147, -87.629344 41.868715, -87.62920800000001 41.868717, -87.62920800000001 41.86869, -87.62887499999999 41.868693, -87.62887600000001 41.868723, -87.628722 41.868725, -87.62872400000001 41.868851, -87.628854 41.868849, -87.62885300000001 41.868795, -87.629214 41.868791, -87.62921799999999 41.869018))",POINT (-87.62907292266156 41.86891608076795),POINT (-87.628693 41.86871)
1967,"POLYGON ((-87.626181 41.867176, -87.62602800000001 41.867176, -87.62602800000001 41.867264, -87.626181 41.867264, -87.626181 41.867176))",POINT (-87.6261045 41.86722),POINT (-87.62640400000002 41.867023)
5323,"POLYGON ((-87.626037 41.868192, -87.626042 41.868486, -87.626631 41.86848, -87.626625 41.868186, -87.626037 41.868192))",POINT (-87.62633375247903 41.86833604160599),POINT (-87.62640400000002 41.868725)
9597,"POLYGON ((-87.632507 41.882062, -87.632504 41.882554, -87.633448 41.882558, -87.63344499999999 41.883107, -87.633713 41.883108, -87.633715 41.882796, -87.633833 41.882796, -87.633832 41.882848, -87.63387 41.882848, -87.633869 41.882996, -87.63396 41.882996, -87.63396299999999 41.882543, -87.63463 41.882545, -87.634632 41.882076, -87.63433000000001 41.882075, -87.63433000000001 41.882152, -87.634282 41.882152, -87.634281 41.882198, -87.634231 41.882197, -87.63423 41.882245, -87.634175 41.882245, -87.634175 41.882284, -87.634119 41.882284, -87.634118 41.882327, -87.63395 41.882326, -87.63395 41.882158, -87.63372 41.882157, -87.63372 41.882066, -87.632507 41.882062))",POINT (-87.6335405695703 41.88241678980522),POINT (-87.633392 41.882275)
3568,"POLYGON ((-87.629749 41.874626, -87.629761 41.875392, -87.630178 41.875389, -87.630179 41.87544, -87.630551 41.875436, -87.630543 41.874903, -87.630533 41.874903, -87.630529 41.87462, -87.629749 41.874626))",POINT (-87.63015450209284 41.87501939401377),POINT (-87.62988299999998 41.874649)
9055,"POLYGON ((-87.640614 41.868187, -87.640111 41.868192, -87.64011000000001 41.868122, -87.640361 41.86812, -87.64036 41.868054, -87.640596 41.868052, -87.640591 41.867762, -87.63988000000001 41.867769, -87.639887 41.868126, -87.639983 41.868125, -87.639984 41.868199, -87.63942900000001 41.868205, -87.63943399999999 41.868502, -87.63945 41.868502, -87.63946900000001 41.86956, -87.639482 41.86956, -87.639483 41.869648, -87.64063899999999 41.869637, -87.640614 41.868187))",POINT (-87.64006360982948 41.8687933315327),POINT (-87.64007600000002 41.868649)
5834,"POLYGON ((-87.628203 41.86593, -87.62835 41.865929, -87.628344 41.865406, -87.628197 41.865407, -87.628203 41.86593))",POINT (-87.62827350000002 41.865668),POINT (-87.62866200000001 41.865322)
4220,"POLYGON ((-87.633889 41.878663, -87.63507799999999 41.878659, -87.635075 41.878203, -87.633886 41.878207, -87.633889 41.878663))",POINT (-87.63448199999998 41.87843299999999),POINT (-87.634491 41.87801)
7601,"POLYGON ((-87.629344 41.885156, -87.628407 41.885151, -87.62840799999999 41.88498, -87.628444 41.88498, -87.628446 41.884813, -87.628595 41.884814, -87.628592 41.885085, -87.62933099999999 41.885089, -87.62933700000001 41.884588, -87.628596 41.884583, -87.628596 41.884595, -87.628113 41.884592, -87.628107 41.885162, -87.62815399999999 41.885162, -87.62814899999999 41.885644, -87.629338 41.885651, -87.629344 41.885156))",POINT (-87.62873572399847 41.88511999946212),POINT (-87.628845 41.884846)
8034,"POLYGON ((-87.629698 41.878088, -87.62968100000001 41.876978, -87.62940999999999 41.87698, -87.62942700000001 41.87809, -87.629698 41.878088))",POINT (-87.62955400000001 41.877534),POINT (-87.629913 41.87719)
2891,"POLYGON ((-87.62797500000001 41.867086, -87.627903 41.867086, -87.627903 41.867142, -87.62797500000001 41.867142, -87.62797500000001 41.867086))",POINT (-87.627939 41.867114),POINT (-87.627533 41.867016)
2382,"POLYGON ((-87.625654 41.867608, -87.625123 41.867611, -87.62512599999999 41.867889, -87.625657 41.867885, -87.625654 41.867608))",POINT (-87.62538984055698 41.86774825152175),POINT (-87.625244 41.86787800000001)
4288,"POLYGON ((-87.63359 41.878217, -87.63243 41.878226, -87.632436 41.87868, -87.633596 41.878671, -87.63359 41.878217))",POINT (-87.63301299999999 41.8784485),POINT (-87.63336200000001 41.878872)
5263,"POLYGON ((-87.62932499999999 41.865307, -87.62917299999999 41.865307, -87.62917299999999 41.865307, -87.629069 41.865307, -87.629069 41.865449, -87.62917 41.865449, -87.62917 41.865406, -87.629243 41.865406, -87.629244 41.865521, -87.629178 41.865521, -87.629178 41.865471, -87.629096 41.865471, -87.629096 41.865514, -87.62906599999999 41.865514, -87.62906599999999 41.865627, -87.62932600000001 41.865626, -87.62932499999999 41.865307))",POINT (-87.62919960700407 41.86546769043149),POINT (-87.62866200000001 41.865322)
2181,"POLYGON ((-87.624455 41.873249, -87.624477 41.874359, -87.625122 41.874352, -87.62510899999999 41.873723, -87.625164 41.873723, -87.625168 41.873902, -87.62554299999999 41.873898, -87.625545 41.874005, -87.625224 41.874009, -87.625227 41.874161, -87.625366 41.87416, -87.625367 41.874206, -87.62517699999999 41.874208, -87.625179 41.874342, -87.625812 41.874334, -87.62579599999999 41.873555, -87.625451 41.873559, -87.625444 41.87323, -87.625118 41.873234, -87.625118 41.873242, -87.624455 41.873249))",POINT (-87.62508098052825 41.87381153468833),POINT (-87.62530500000003 41.873829)
8413,"POLYGON ((-87.634089 41.885852, -87.63409900000001 41.886261, -87.634683 41.886253, -87.634674 41.885844, -87.634089 41.885852))",POINT (-87.63438624701652 41.88605244172889),POINT (-87.634552 41.885662)
7052,"POLYGON ((-87.63225 41.886718, -87.632251 41.886304, -87.63203 41.886304, -87.63203 41.886442, -87.631902 41.886442, -87.631902 41.886367, -87.631737 41.886366, -87.631737 41.886717, -87.63225 41.886718))",POINT (-87.63200626314034 41.88653368846145),POINT (-87.63229399999999 41.886517)
5215,"POLYGON ((-87.63378400000001 41.885624, -87.63377699999999 41.885135, -87.633195 41.885139, -87.633195 41.885183, -87.633332 41.885182, -87.63333799999999 41.885627, -87.63378400000001 41.885624))",POINT (-87.63354971112112 41.8853751354496),POINT (-87.63342299999999 41.885662)
1452,"POLYGON ((-87.628179 41.868728, -87.62818 41.868989, -87.628266 41.868989, -87.628266 41.869047, -87.62841 41.869047, -87.628407 41.868557, -87.627663 41.868559, -87.627664 41.868729, -87.628179 41.868728))",POINT (-87.62812808415921 41.86872534803842),POINT (-87.628693 41.86871)
2248,"POLYGON ((-87.638893 41.886198, -87.638893 41.886378, -87.639348 41.887101, -87.639808 41.8871, -87.639777 41.88705, -87.63979 41.88702, -87.639737 41.886931, -87.63963099999999 41.886931, -87.639207 41.886222, -87.639206 41.885921, -87.639304 41.885921, -87.639304 41.885893, -87.639222 41.885873, -87.639222 41.885839, -87.63859600000001 41.88584, -87.638586 41.885862, -87.638515 41.885863, -87.638459 41.885881, -87.63848299999999 41.885921, -87.638561 41.88592, -87.63857400000001 41.88589, -87.638593 41.885922, -87.639048 41.885921, -87.63900700000001 41.886011, -87.63897299999999 41.886022, -87.638893 41.886198))",POINT (-87.63921295389579 41.88649275024919),POINT (-87.63913000000002 41.886482)
8789,"POLYGON ((-87.638805 41.877518, -87.638644 41.87752, -87.638631 41.876893, -87.638124 41.876899, -87.638133 41.877355, -87.638302 41.877353, -87.63831500000001 41.877966, -87.638814 41.87796, -87.638805 41.877518))",POINT (-87.63846937721598 41.87742694072224),POINT (-87.639038 41.877136)
1324,"POLYGON ((-87.622528 41.88742, -87.622524 41.887979, -87.622848 41.887981, -87.62285 41.887809, -87.622753 41.887809, -87.622754 41.887647, -87.622955 41.887648, -87.622953 41.887919, -87.623122 41.88792, -87.623126 41.887455, -87.62284699999999 41.887454, -87.62284699999999 41.887422, -87.622528 41.88742))",POINT (-87.62280232243462 41.88768359468674),POINT (-87.62316899999998 41.887421)
6320,"POLYGON ((-87.626448 41.885074, -87.627196 41.885072, -87.627194 41.884611, -87.626446 41.884612, -87.626448 41.885074))",POINT (-87.62682086493534 41.88484225049367),POINT (-87.626587 41.884857)
6358,"POLYGON ((-87.626087 41.870469, -87.626695 41.87046, -87.626668 41.869352, -87.626059 41.86936, -87.626087 41.870469))",POINT (-87.62637719996067 41.86991010265736),POINT (-87.62640400000002 41.869568)
3299,"POLYGON ((-87.628364 41.866291, -87.62815500000001 41.866291, -87.62815500000001 41.866343, -87.628364 41.866343, -87.628364 41.866291))",POINT (-87.62825950000001 41.866317),POINT (-87.62866200000001 41.866165)
8947,"POLYGON ((-87.627669 41.8688, -87.627669 41.868936, -87.627774 41.868936, -87.627774 41.8688, -87.627669 41.8688))",POINT (-87.62772150000001 41.86886800000001),POINT (-87.62756299999999 41.868717)
5759,"POLYGON ((-87.626678 41.873767, -87.62616800000001 41.873772, -87.626171 41.873938, -87.62625300000001 41.873937, -87.62626 41.874318, -87.62652 41.874315, -87.62651200000001 41.87389, -87.62667999999999 41.873888, -87.626678 41.873767))",POINT (-87.62639573012713 41.87400380509729),POINT (-87.626465 41.873814)
2497,"POLYGON ((-87.62587600000001 41.877083, -87.62535699999999 41.877087, -87.62535699999999 41.877086, -87.624533 41.877093, -87.62454099999999 41.877617, -87.62464799999999 41.877616, -87.62465 41.877745, -87.62456299999999 41.877745, -87.62456899999999 41.878199, -87.625225 41.878194, -87.625224 41.878158, -87.62527 41.878157, -87.62527 41.878174, -87.625899 41.878169, -87.625894 41.877823, -87.62523 41.877828, -87.625229 41.877743, -87.62568899999999 41.87774, -87.62568899999999 41.877716, -87.625885 41.877714, -87.62587600000001 41.877083))",POINT (-87.62520511556106 41.87762758520496),POINT (-87.625366 41.877224)
2624,"POLYGON ((-87.63493699999999 41.88486, -87.63502800000001 41.88486, -87.63502800000001 41.884844, -87.63523499999999 41.884845, -87.63523600000001 41.884583, -87.634939 41.884582, -87.63493699999999 41.88486))",POINT (-87.63508487774712 41.88471602892366),POINT (-87.634552 41.884804)
1245,"POLYGON ((-87.62777699999999 41.869707, -87.62777699999999 41.869563, -87.62768800000001 41.869563, -87.62768800000001 41.869707, -87.62777699999999 41.869707))",POINT (-87.62773250000001 41.869635),POINT (-87.62756299999999 41.869568)
3935,"POLYGON ((-87.636646 41.870623, -87.636634 41.870508, -87.63633 41.870526, -87.636343 41.870641, -87.636646 41.870623))",POINT (-87.63648823362986 41.87057446939482),POINT (-87.63668800000001 41.870373)
2201,"POLYGON ((-87.63161599999999 41.874609, -87.630833 41.874617, -87.630847 41.875454, -87.63121599999999 41.875451, -87.631215 41.875374, -87.631629 41.87537, -87.63161599999999 41.874609))",POINT (-87.63122190209847 41.87501250280735),POINT (-87.63104200000002 41.874638)
8980,"POLYGON ((-87.627601 41.865298, -87.628349 41.865295, -87.628349 41.865183, -87.6276 41.865186, -87.627601 41.865298))",POINT (-87.62797474771222 41.86524048753978),POINT (-87.62750200000001 41.865322)
1259,"POLYGON ((-87.635423 41.880094, -87.635436 41.880553, -87.63613599999999 41.880543, -87.636135 41.880523, -87.636313 41.88052, -87.636313 41.880507, -87.636613 41.880502, -87.636601 41.880069, -87.63648499999999 41.880071, -87.636484 41.880039, -87.63601199999999 41.880046, -87.63601300000001 41.880085, -87.635423 41.880094))",POINT (-87.63601763788223 41.88030067881549),POINT (-87.635651 41.880562)
1425,"POLYGON ((-87.627855 41.866623, -87.627636 41.866623, -87.627636 41.867015, -87.627848 41.867015, -87.627848 41.866883, -87.62785599999999 41.866883, -87.627855 41.866623))",POINT (-87.62774451632296 41.86681755307609),POINT (-87.627533 41.867016)
5703,"POLYGON ((-87.62678099999999 41.876439, -87.626779 41.876299, -87.62643 41.876302, -87.626429 41.876224, -87.62622399999999 41.876226, -87.626227 41.876444, -87.62678099999999 41.876439))",POINT (-87.62647294077529 41.87635310527572),POINT (-87.62649499999998 41.876369)
4675,"POLYGON ((-87.637894 41.881692, -87.63789 41.881189, -87.637844 41.881166, -87.637844 41.881125, -87.637804 41.881104, -87.63780300000001 41.881077, -87.637818 41.881068, -87.637835 41.881049, -87.637905 41.881006, -87.63790299999999 41.880812, -87.637868 41.880794, -87.637868 41.880788, -87.63782 41.880745, -87.63779 41.880745, -87.63779 41.88072, -87.637237 41.880723, -87.637238 41.880744, -87.63717699999999 41.880781, -87.63715999999999 41.880782, -87.63715999999999 41.880811, -87.63713 41.880812, -87.637137 41.881719, -87.637184 41.881719, -87.637184 41.881739, -87.63721 41.881753, -87.63725700000001 41.881795, -87.63725700000001 41.881803, -87.637783 41.881801, -87.637821 41.881759, -87.637846 41.881743, -87.637894 41.881692))",POINT (-87.63751069416773 41.88126070123759),POINT (-87.637939 41.881393)
6122,"POLYGON ((-87.629265 41.883113, -87.629261 41.882618, -87.62807100000001 41.882623, -87.628075 41.883119, -87.629265 41.883113))",POINT (-87.62866779987519 41.88286825120506),POINT (-87.628845 41.883144)
7360,"POLYGON ((-87.630504 41.87442, -87.630504 41.874128, -87.630335 41.874128, -87.630335 41.874216, -87.630241 41.874216, -87.630241 41.874316, -87.63033299999999 41.874315, -87.63033299999999 41.87442, -87.630504 41.87442))",POINT (-87.63039830675041 41.87427302283711),POINT (-87.62988299999998 41.874649)
8399,"POLYGON ((-87.637945 41.867641, -87.63785300000001 41.86764, -87.637839 41.868053, -87.63793200000001 41.868055, -87.637945 41.867641))",POINT (-87.6378922557771 41.86784763477837),POINT (-87.637817 41.867809)
3818,"POLYGON ((-87.632012 41.887207, -87.631657 41.887211, -87.631658 41.887286, -87.631944 41.887283, -87.631945 41.887334, -87.631998 41.887333, -87.63200000000001 41.887444, -87.632181 41.887442, -87.63217899999999 41.88735, -87.632015 41.887352, -87.632012 41.887207))",POINT (-87.6319368180482 41.88730485118012),POINT (-87.63229399999999 41.887371)
4127,"POLYGON ((-87.631882 41.870483, -87.631878 41.869958, -87.631435 41.86996, -87.631439 41.870485, -87.631882 41.870483))",POINT (-87.63165849999999 41.8702215),POINT (-87.632141 41.870388)
8987,"POLYGON ((-87.627416 41.875473, -87.627403 41.874485, -87.626797 41.874489, -87.62679900000001 41.874665, -87.627177 41.874662, -87.62718 41.874902, -87.62707899999999 41.874903, -87.627081 41.875062, -87.62718 41.875062, -87.627183 41.875299, -87.626936 41.875301, -87.62693899999999 41.875531, -87.626953 41.875531, -87.626952 41.875477, -87.627416 41.875473))",POINT (-87.62719991193015 41.87495614442143),POINT (-87.62762499999999 41.874664)
2570,"POLYGON ((-87.63348999999999 41.88585, -87.633494 41.886101, -87.633572 41.886101, -87.63357499999999 41.886259, -87.63379399999999 41.886257, -87.633787 41.885847, -87.63348999999999 41.88585))",POINT (-87.63365407492222 41.88603913114702),POINT (-87.63342299999999 41.885662)
1177,"POLYGON ((-87.639038 41.87901, -87.63885000000001 41.879008, -87.638847 41.879162, -87.638952 41.879163, -87.638953 41.879085, -87.639036 41.879085, -87.639038 41.87901))",POINT (-87.6389273113662 41.87907482923544),POINT (-87.639038 41.878841)
1955,"POLYGON ((-87.63346199999999 41.884588, -87.63346199999999 41.885085, -87.63376 41.885085, -87.63376 41.884588, -87.63346199999999 41.884588))",POINT (-87.63361099999999 41.8848365),POINT (-87.63342299999999 41.884811)
4541,"POLYGON ((-87.629412 41.87681, -87.629651 41.876807, -87.629645 41.876543, -87.629361 41.876546, -87.629362 41.876607, -87.629408 41.876606, -87.629412 41.87681))",POINT (-87.62952255942203 41.87667220682044),POINT (-87.629913 41.876343)
